#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  1.3926750e-01  3.5347415e-01  4.7762956e-01  1.4576634e+00  4.5015352e-01  7.3068912e-01  3.5554250e-01  6.4054730e+01  4.4052774e+01  6.3939377e-01  5.0149045e-01  1.1764057e+02  5.7242161e+01  7.6428079e+00  6.8725075e+00  3.3438232e+00  1.0000000e+00  1.8979855e+00  1.0995218e+01  1.1141400e+00  8.7327501e-01 -1.3351268e-02
 4.6695996e+00  1.0778105e-01  1.8355566e-01  3.8434826e-01  1.2025985e+01  5.7807267e+00  7.4602488e-01  3.8402997e-01  5.7466233e+01  3.7885586e+01  7.2497555e-01  4.2242466e-01  1.4734969e+02  7.5850955e+01  8.4629621e+00  7.1349088e+00  4.5513519e+00  1.0000000e+00  2.1027850e+00  1.3812135e+01  8.6224841e-01  7.0586159e-01 -2.8393492e-03
 6.3391991e+00  1.0015454e-01  1.2414750e-01  3.6059747e-01  2.1441199e+01  1.3991542e+01  7.8772993e-01  4.1812900e-01  5.0816766e+01  3.1743166e+01  8.2179383e-01  3.4641767e-01  1.8767298e+02  9.9617283e+01  9.2885609e+00  7.1998366e+00  5.8685362e+00  1.0000000e+00  2.3109860e+00  1.7206905e+01  8.0123635e-01  6.4810367e-01  1.0788878e-03
 8.0087987e+00  1.0557983e-01  9.7401571e-02  3.7797659e-01  3.5550484e+01  2.9308597e+01  8.6289073e-01  4.5391759e-01  4.4681612e+01  2.6227481e+01  9.3271670e-01  2.8400906e-01  2.4852894e+02  1.3073690e+02  1.0179351e+01  7.1577790e+00  7.2377747e+00  1.0000000e+00  2.5493086e+00  2.1543424e+01  8.4463863e-01  6.4239990e-01  2.4304340e-03
 9.6783983e+00  1.1504652e-01  7.9116331e-02  4.0754256e-01  5.1070836e+01  5.0881346e+01  9.2591216e-01  4.4436327e-01  3.9469584e+01  2.1736573e+01  9.9723687e-01  2.4554157e-01  3.2383303e+02  1.5541377e+02  1.1141608e+01  7.0823691e+00  8.6008994e+00  1.0000000e+00  2.8282957e+00  2.5554402e+01  9.2037216e-01  6.3058227e-01  2.7627293e-03
 1.1347998e+01  1.3213436e-01  6.9092283e-02  4.5894803e-01  7.1709284e+01  8.3767734e+01  1.0087423e+00  4.3906514e-01  3.4806108e+01  1.7842504e+01  1.0788854e+00  2.1527994e-01  4.2758990e+02  1.8611277e+02  1.2167953e+01  6.9454813e+00  9.9909650e+00  1.0000000e+00  3.1387086e+00  3.0680957e+01  1.0570748e+00  6.4568532e-01  2.6750000e-03
 1.3017597e+01  1.4773871e-01  5.9895244e-02  5.0401155e-01  1.2659352e+02  1.6963850e+02  1.0561656e+00  4.0509263e-01  3.0975635e+01  1.4776361e+01  1.1140323e+00  1.9625964e-01  5.3866158e+02  2.0660380e+02  1.3252242e+01  6.8205779e+00  1.1362290e+01  1.0000000e+00  3.4674958e+00  3.4999055e+01  1.1819097e+00  6.4208911e-01  2.4928852e-03
 1.5279636e+01  1.5519933e-01  4.6386233e-02  5.2476886e-01  1.9076724e+02  3.0005366e+02  1.0165475e+00  3.0934108e-01  2.7178409e+01  1.2054650e+01  1.0456045e+00  1.8913473e-01  6.5830284e+02  2.0032523e+02  1.4800893e+01  6.7604961e+00  1.3166705e+01  1.0000000e+00  3.9421348e+00  3.7345777e+01  1.2415947e+00  5.8367921e-01  2.0983452e-03
 1.7541674e+01  2.0381150e-01  4.5424544e-02  6.4944389e-01  2.9843032e+02  5.3888502e+02  1.1547297e+00  3.3700765e-01  2.2873888e+01  8.9256022e+00  1.1949211e+00  1.3834191e-01  9.3531380e+02  2.7297116e+02  1.6390992e+01  6.3712457e+00  1.5102048e+01  1.0000000e+00  4.4523889e+00  4.8203091e+01  1.6304920e+00  6.5619622e-01  1.7375396e-03
 1.9803712e+01  2.3229931e-01  4.0076130e-02  7.1367802e-01  3.8740922e+02  7.8976646e+02  1.1590721e+00  3.1353430e-01  1.9908299e+01  7.1828490e+00  1.1965680e+00  9.9885201e-02  1.1603623e+03  3.1388328e+02  1.8040380e+01  6.1430336e+00  1.6962266e+01  9.9999999e-01  4.9998707e+00  5.4204923e+01  1.8583945e+00  6.5358864e-01  1.4268554e-03
