#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  6.2066933e-02  5.4221821e-05  2.1989706e-01 -4.6688179e-01 -1.4418176e-01  3.3152003e-01 -1.1222513e-01  7.1281801e+01  5.1279845e+01  1.0000000e-04  3.5000000e-01  5.4160835e+01 -1.8334358e+01  7.6988966e+00  7.2916896e+00  2.4706824e+00  1.0000000e+00  1.9119143e+00  1.7322517e-03  4.9653547e-01  1.3395764e-04 -2.1177111e-01
 4.6695996e+00  4.3155866e-02  2.5563245e-05  1.6463017e-01 -5.0318454e+00 -2.4187393e+00  3.1269291e-01 -1.5723599e-01  6.3288333e+01  4.3707686e+01  1.0000000e-04  3.5000000e-01  6.3115170e+01 -3.1737132e+01  8.5552419e+00  7.6422255e+00  3.8455890e+00  1.0000000e+00  2.1257137e+00  1.9259604e-03  3.4524692e-01  9.8303222e-05 -1.2523101e-02
 6.3391991e+00  3.6072459e-02  2.8921239e-03  1.3909472e-01 -9.3873023e+00 -6.1257227e+00  3.0173767e-01 -1.8178843e-01  5.5827451e+01  3.6753852e+01  1.9079524e-02  3.5175081e-01  7.2391859e+01 -4.3614052e+01  9.3210820e+00  7.7117951e+00  5.2355310e+00  1.0000000e+00  2.3190772e+00  4.0089008e-01  2.8857967e-01  1.5098139e-02  3.7975538e-04
 8.0087987e+00  3.7593345e-02  1.0571138e-02  1.4499083e-01 -1.1935087e+01 -9.8395468e+00  3.3037958e-01 -1.5210337e-01  4.9144788e+01  3.0690657e+01  1.0107205e-01  3.4938595e-01  9.5335049e+01 -4.3891279e+01  1.0188945e+01  7.7065616e+00  6.6650957e+00  1.0000000e+00  2.5517112e+00  2.3367120e+00  3.0074676e-01  6.9720622e-02  7.3141601e-03
 9.6783983e+00  4.7838122e-02  2.0387777e-02  1.8266865e-01 -7.6918120e+00 -7.6632728e+00  4.1440398e-01 -6.6827764e-02  4.3162648e+01  2.5429637e+01  2.5655739e-01  3.3222721e-01  1.4514838e+02 -2.3406970e+01  1.1149781e+01  7.6272498e+00  8.1328143e+00  1.0000000e+00  2.8303704e+00  6.5791590e+00  3.8270498e-01  1.6249705e-01  9.9633057e-03
 1.1347998e+01  6.8722588e-02  3.0811808e-02  2.5671987e-01  9.3811746e+00  1.0958689e+01  5.6272263e-01  5.7283424e-02  3.7757448e+01  2.0793844e+01  4.7996992e-01  2.9927751e-01  2.3917920e+02  2.4347703e+01  1.2184521e+01  7.4608265e+00  9.6332037e+00  1.0000000e+00  3.1429822e+00  1.3667797e+01  5.4978070e-01  2.8794434e-01  1.0618909e-02
 1.3017597e+01  1.0318292e-01  4.0941116e-02  3.7116653e-01  6.2267159e+01  8.3439564e+01  7.7547806e-01  1.9866030e-01  3.2774973e+01  1.6575699e+01  7.5956735e-01  2.5276386e-01  3.9668367e+02  1.0162157e+02  1.3271951e+01  7.1846514e+00  1.1159098e+01  1.0000000e+00  3.4726528e+00  2.3898478e+01  8.2546338e-01  4.3889702e-01  1.0144943e-02
 1.5279636e+01  1.5504771e-01  4.6478272e-02  5.2537171e-01  1.9133645e+02  3.0094896e+02  1.0170831e+00  3.1007134e-01  2.7203257e+01  1.2079499e+01  1.0463325e+00  1.8918353e-01  6.5905910e+02  2.0092295e+02  1.4805492e+01  6.7683084e+00  1.3167862e+01  1.0000000e+00  3.9433599e+00  3.7383394e+01  1.2403817e+00  5.8483734e-01  8.7009828e-03
 1.7541674e+01  2.0376846e-01  4.5533239e-02  6.5048258e-01  2.9939230e+02  5.4062210e+02  1.1560467e+00  3.3793910e-01  2.2890876e+01  8.9425897e+00  1.1964556e+00  1.3835037e-01  9.3680970e+02  2.7385107e+02  1.6394748e+01  6.3771839e+00  1.5103618e+01  1.0000000e+00  4.4534091e+00  4.8276053e+01  1.6301477e+00  6.5776642e-01  7.3312241e-03
 1.9803712e+01  2.3226480e-01  4.0160391e-02  7.1468651e-01  3.8845550e+02  7.9189939e+02  1.1603277e+00  3.1427751e-01  1.9921536e+01  7.1960860e+00  1.1979785e+00  9.9890711e-02  1.1620020e+03  3.1473099e+02  1.8043352e+01  6.1479648e+00  1.6963640e+01  9.9999999e-01  5.0006944e+00  5.4277761e+01  1.8581184e+00  6.5496283e-01  6.0812974e-03
