#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  5.9631467e-02  1.1127030e-04  2.0114583e-01 -1.9417100e-01 -2.6660659e-02  3.4592680e-01 -5.3241509e-02  8.1233908e+01  4.2521951e+01  1.0000000e-04  3.5000000e-01  2.5080836e+02 -3.8601854e+01  1.6218833e+01  1.6029377e+01  2.4717659e+00  1.0000000e+00  4.0277225e+00  3.6492374e-03  1.0733664e+00  2.7500354e-04 -8.9723442e-01
 4.6695996e+00  3.9694278e-02  4.9882049e-05  1.4333598e-01 -1.9972643e+00 -4.2685508e-01  3.4115064e-01 -7.8206452e-02  7.7072057e+01  3.8781410e+01  1.0000000e-04  3.5000000e-01  2.7819197e+02 -6.3773606e+01  1.7195849e+01  1.6759972e+01  3.8471496e+00  1.0000000e+00  4.2726380e+00  3.8711382e-03  7.1449700e-01  1.9189413e-04 -5.2550472e-01
 6.3391991e+00  3.0789332e-02  5.5120279e-03  1.1212553e-01 -3.1391490e+00 -9.1077601e-01  3.4126612e-01 -8.5291775e-02  7.2747547e+01  3.4963947e+01  1.9759286e-02  3.5120767e-01  2.9542594e+02 -7.3835054e+01  1.7705735e+01  1.6909105e+01  5.2512105e+00  1.0000000e+00  4.4051715e+00  7.8863608e-01  5.5420798e-01  2.8786149e-02 -5.3665925e-01
 8.0087987e+00  2.7578842e-02  1.8139111e-02  1.0071654e-01 -1.7827593e+00 -6.5346953e-01  3.6241913e-01 -3.5879272e-02  6.8393492e+01  3.1229361e+01  1.0009545e-01  3.5016545e-01  3.3525701e+02 -3.3190240e+01  1.8242858e+01  1.6961018e+01  6.7175707e+00  1.0000000e+00  4.5687270e+00  4.1433549e+00  4.9641916e-01  1.1967988e-01 -5.4253369e-01
 9.6783983e+00  2.8031065e-02  3.1699512e-02  1.0227494e-01  4.6515994e+00  2.0604926e+00  4.1139367e-01  7.1657069e-02  6.4111180e+01  2.7668169e+01  2.4409106e-01  3.3882008e-01  4.1141721e+02  7.1661168e+01  1.8840161e+01  1.6949419e+01  8.2261089e+00  9.9999994e-01  4.7825726e+00  1.0576842e+01  5.0455917e-01  2.5275155e-01 -5.4598991e-01
 1.1347998e+01  3.1791445e-02  4.5931498e-02  1.1548702e-01  2.0279582e+01  1.0532792e+01  4.9998754e-01  2.4458052e-01  5.9916470e+01  2.4242866e+01  4.6225920e-01  3.1003807e-01  5.4470597e+02  2.6645558e+02  1.9507221e+01  1.6879512e+01  9.7782291e+00  9.9999949e-01  5.0318637e+00  2.1074487e+01  5.7224601e-01  4.2940552e-01 -5.4820593e-01
 1.3017597e+01  3.7764361e-02  5.5595090e-02  1.3625595e-01  6.1298170e+01  3.6521080e+01  6.2007158e-01  4.2597606e-01  5.5979539e+01  2.1070265e+01  6.9998826e-01  2.7560989e-01  7.3721817e+02  5.0645329e+02  2.0233661e+01  1.6770424e+01  1.1320509e+01  9.9999771e-01  5.2942088e+00  3.3576420e+01  6.7975850e-01  5.9621794e-01 -5.4977026e-01
 1.5279636e+01  5.0812393e-02  6.7808577e-02  1.8065524e-01  1.8177991e+02  1.2712301e+02  8.5477463e-01  7.1998113e-01  5.0890546e+01  1.7056787e+01  1.0978590e+00  2.0908896e-01  1.1472902e+03  9.6636851e+02  2.1308345e+01  1.6534047e+01  1.3441386e+01  9.9999057e-01  5.6753582e+00  5.6452400e+01  9.1462307e-01  8.5356263e-01 -5.5128205e-01
 1.7541674e+01  6.3786635e-02  7.0521971e-02  2.2344967e-01  3.0065690e+02  2.4138343e+02  1.0700267e+00  9.1441677e-01  4.6494695e+01  1.3836409e+01  1.3998659e+00  1.4659740e-01  1.6291477e+03  1.3922269e+03  2.2472411e+01  1.6299478e+01  1.5470496e+01  9.9997374e-01  6.1043230e+00  7.7422379e+01  1.1481594e+00  1.0191386e+00 -5.5231910e-01
 1.9803712e+01  7.2637494e-02  6.5468724e-02  2.5185934e-01  4.0977371e+02  3.7141202e+02  1.1977987e+00  9.7112874e-01  4.2875505e+01  1.1440054e+01  1.5385508e+00  1.0331533e-01  2.0730720e+03  1.6807664e+03  2.3720258e+01  1.6139444e+01  1.7383008e+01  9.9994068e-01  6.5740422e+00  9.1640387e+01  1.3074749e+00  1.0681156e+00 -5.5304447e-01
 2.2065750e+01  7.6848642e-02  5.7037156e-02  2.6514082e-01  4.9804174e+02  5.0297882e+02  1.2364160e+00  9.3221592e-01  3.9894116e+01  9.6762686e+00  1.5465128e+00  7.7776163e-02  2.4316721e+03  1.8333987e+03  2.5044967e+01  1.6063111e+01  1.9215275e+01  9.9988242e-01  7.0752417e+00  9.9137366e+01  1.3832756e+00  1.0368462e+00 -5.5359374e-01
 2.4327788e+01  7.8567778e-02  4.8941667e-02  2.7049638e-01  5.7997376e+02  6.4576758e+02  1.2270857e+00  8.6879374e-01  3.7328701e+01  8.2706299e+00  1.5025666e+00  5.3249996e-02  2.7351037e+03  1.9364915e+03  2.6438193e+01  1.6031771e+01  2.1022853e+01  9.9979011e-01  7.5960616e+00  1.0341053e+02  1.4142200e+00  9.8088738e-01 -5.5399584e-01
 2.6589826e+01  7.8810654e-02  4.1812865e-02  2.7120985e-01  6.5655207e+02  7.9900582e+02  1.1924718e+00  7.9795973e-01  3.5079707e+01  7.0709896e+00  1.4344630e+00  3.2318946e-02  2.9973032e+03  2.0056888e+03  2.7887018e+01  1.6027100e+01  2.2821434e+01  9.9965400e-01  8.1208563e+00  1.0554405e+02  1.4185918e+00  9.1593191e-01 -5.5429769e-01
 2.8851864e+01  7.7168436e-02  3.5290744e-02  2.6600580e-01  7.1724655e+02  9.4712569e+02  1.1330786e+00  7.1728176e-01  3.3124126e+01  6.0017443e+00  1.3409025e+00  1.8460704e-02  3.1898827e+03  2.0193168e+03  2.9382922e+01  1.6056435e+01  2.4607865e+01  9.9945937e-01  8.6325882e+00  1.0487713e+02  1.3890318e+00  8.3882713e-01 -5.5452472e-01
 3.1113903e+01  7.3269195e-02  2.9195519e-02  2.5363077e-01  7.5113927e+02  1.0696464e+03  1.0489034e+00  6.2711214e-01  3.1437098e+01  4.9855151e+00  1.2220163e+00  1.2007957e-02  3.2799419e+03  1.9609921e+03  3.0919503e+01  1.6126443e+01  2.6380930e+01  9.9918519e-01  9.1121209e+00  1.0088789e+02  1.3188455e+00  7.4835635e-01 -5.5470343e-01
 3.3375941e+01  6.7689052e-02  2.3727236e-02  2.3572961e-01  7.5799466e+02  1.1578837e+03  9.5168130e-01  5.3687933e-01  2.9962116e+01  4.0214289e+00  1.0926268e+00  1.0167068e-02  3.2700724e+03  1.8447712e+03  3.2490711e+01  1.6226747e+01  2.8148517e+01  9.9880876e-01  9.5285747e+00  9.4328379e+01  1.2184029e+00  6.5240673e-01 -5.5484324e-01
 3.5637979e+01  6.0796847e-02  1.8922813e-02  2.1328868e-01  7.3998475e+02  1.2069828e+03  8.4608076e-01  4.5169034e-01  2.8659609e+01  3.1604320e+00  9.5905570e-01  9.4333222e-03  3.1592980e+03  1.6866290e+03  3.4092014e+01  1.6350701e+01  2.9915213e+01  9.9830265e-01  9.8684162e+00  8.5749948e+01  1.0943432e+00  5.5556710e-01 -5.5495000e-01
 3.7900017e+01  5.3345751e-02  1.4855101e-02  1.8860666e-01  7.0230852e+02  1.2182393e+03  7.3936206e-01  3.7458417e-01  2.7485074e+01  2.3730808e+00  8.2878823e-01  8.9232883e-03  2.9710239e+03  1.5052145e+03  3.5718515e+01  1.6484721e+01  3.1687005e+01  9.9764066e-01  1.0136241e+01  7.6113743e+01  9.6022351e-01  4.6382352e-01 -5.5505060e-01
 4.0162055e+01  4.5883128e-02  1.1500419e-02  1.6344730e-01  6.4961497e+02  1.1940904e+03  6.3624667e-01  3.0638825e-01  2.6407842e+01  1.6437648e+00  7.0612345e-01  8.5587433e-03  2.7283708e+03  1.3138627e+03  3.7366377e+01  1.6618986e+01  3.3467229e+01  9.9679548e-01  1.0339945e+01  6.6151764e+01  8.2589631e-01  3.8051111e-01 -5.5511262e-01
 4.2424093e+01  3.8769865e-02  8.7891647e-03  1.3905765e-01  5.8653764e+02  1.1388689e+03  5.3951155e-01  2.4710229e-01  2.5407291e+01  9.6692153e-01  5.9334963e-01  8.2747436e-03  2.4519814e+03  1.1230348e+03  3.9032647e+01  1.6746960e+01  3.5257437e+01  9.9573806e-01  1.0490828e+01  5.6397909e+01  6.9785758e-01  3.0718354e-01 -5.5517778e-01
 4.4686131e+01  3.2230341e-02  6.6349710e-03  1.1628777e-01  5.1744664e+02  1.0582873e+03  4.5074190e-01  1.9629721e-01  2.4469655e+01  3.4384413e-01  4.9156512e-01  8.0364220e-03  2.1598147e+03  9.4059505e+02  4.0715041e+01  1.6864628e+01  3.7058047e+01  9.9443666e-01  1.0603641e+01  4.7225729e+01  5.8014614e-01  2.4425843e-01 -5.5522222e-01
 4.6948169e+01  2.6401293e-02  4.9513114e-03  9.5714939e-02  4.4628960e+02  9.5896044e+02  3.7093555e-01  1.5335513e-01  2.3585311e+01 -2.2003037e-01  4.0130912e-01  7.8718719e-03  1.8677042e+03  7.7216120e+02  4.2411673e+01  1.6969508e+01  3.8868828e+01  9.9285609e-01  1.0696596e+01  3.8892619e+01  4.7522327e-01  1.9150348e-01 -5.5526531e-01
 4.9210208e+01  2.1445080e-02  3.6737126e-03  7.8018723e-02  3.7865439e+02  8.5283194e+02  3.0197263e-01  1.1827733e-01  2.2745261e+01 -7.1872117e-01  3.2421923e-01  7.6738450e-03  1.5957459e+03  6.2502541e+02  4.4120952e+01  1.7058691e+01  4.0689796e+01  9.9096002e-01  1.0791272e+01  3.1699614e+01  3.8601144e-01  1.4893547e-01 -5.5529444e-01
 5.1472246e+01  1.7124522e-02  2.6860121e-03  6.2449575e-02  3.1287343e+02  7.3706716e+02  2.4166284e-01  8.9310595e-02  2.1951244e+01 -1.1649246e+00  2.5752870e-01  7.5020062e-03  1.3360180e+03  4.9374810e+02  4.5841714e+01  1.7136433e+01  4.2518295e+01  9.8869183e-01  1.0865831e+01  2.5353105e+01  3.0824140e-01  1.1389872e-01 -5.5532222e-01
 5.3734284e+01  1.3249139e-02  1.9064388e-03  4.8386413e-02  2.4735416e+02  6.0832539e+02  1.8790810e-01  6.5018735e-02  2.1203406e+01 -1.5751279e+00  1.9870313e-01  7.3454817e-03  1.0806489e+03  3.7391908e+02  4.7572901e+01  1.7206166e+01  4.4352326e+01  9.8598328e-01  1.0891829e+01  1.9608668e+01  2.3848451e-01  8.4394105e-02 -5.5534582e-01
