#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  5.9338230e-02  1.5036142e-04  2.0392006e-01 -1.4615875e-01 -1.5051251e-02  3.4773680e-01 -3.9738216e-02  8.3464338e+01  3.8272381e+01  1.0000000e-04  3.5000000e-01  4.5203119e+02 -5.1656634e+01  2.1716987e+01  2.1575853e+01  2.4718626e+00  1.0000000e+00  5.3931129e+00  4.8863220e-03  1.4241175e+00  3.7161690e-04 -1.0000000e+00
 4.6695996e+00  3.9244670e-02  6.9413819e-05  1.4966275e-01 -1.5209551e+00 -2.4379375e-01  3.4520836e-01 -5.7716508e-02  8.0491955e+01  3.5721307e+01  1.0000000e-04  3.5000000e-01  5.1639325e+02 -8.6337466e+01  2.3290245e+01  2.2970293e+01  3.8472247e+00  1.0000000e+00  5.7869073e+00  5.2431116e-03  9.4187209e-01  2.6703203e-04 -8.7800269e-02
 6.3391991e+00  2.9999604e-02  7.9077221e-03  1.1556724e-01 -2.1510991e+00 -4.6808135e-01  3.4644723e-01 -5.7566432e-02  7.7215628e+01  3.2952029e+01  2.0523363e-02  3.5059716e-01  5.4132281e+02 -8.9947388e+01  2.3787338e+01  2.3197644e+01  5.2637218e+00  1.0000000e+00  5.9182693e+00  1.1004893e+00  7.1999050e-01  4.1297481e-02 -8.2328509e-02
 8.0087987e+00  2.5950428e-02  2.5305164e-02  1.0049709e-01  3.9233620e-02  1.0785798e-02  3.6325177e-01  7.9314614e-04  7.3815008e+01  3.0170878e+01  1.0201435e-01  3.4863383e-01  5.9471386e+02  1.2985346e+00  2.4269435e+01  2.3307558e+01  6.7648514e+00  9.9999999e-01  6.0780181e+00  5.6177941e+00  6.2281026e-01  1.6696072e-01 -6.9593672e-02
 9.6783983e+00  2.4992830e-02  4.3139979e-02  9.7014520e-02  7.4228776e+00  2.4660525e+00  4.0090559e-01  1.1747516e-01  7.0391113e+01  2.7468102e+01  2.4520523e-01  3.3823084e-01  6.9378901e+02  2.0329718e+02  2.4783626e+01  2.3346309e+01  8.3173275e+00  9.9999987e-01  6.2913203e+00  1.3977004e+01  5.9982793e-01  3.4397049e-01 -5.3822425e-02
 1.1347998e+01  2.6284910e-02  5.9726139e-02  1.0203302e-01  2.2840816e+01  8.8972828e+00  4.6511572e-01  2.9004726e-01  6.6992403e+01  2.4838798e+01  4.4876684e-01  3.1475128e-01  8.5555349e+02  5.3352517e+02  2.5347610e+01  2.3331284e+01  9.9071939e+00  9.9999881e-01  6.5383847e+00  2.6584825e+01  6.3083784e-01  5.5836920e-01 -3.7832601e-02
 1.3017597e+01  2.9193064e-02  7.1903941e-02  1.1312401e-01  6.5048100e+01  2.9066449e+01  5.5598757e-01  4.8819826e-01  6.3716324e+01  2.2327050e+01  6.8392478e-01  2.8232360e-01  1.0881101e+03  9.5544123e+02  2.5959794e+01  2.3275879e+01  1.1495406e+01  9.9999409e-01  6.7924717e+00  4.2089984e+01  7.0063355e-01  7.7111881e-01 -2.3446118e-02
 1.5279636e+01  3.5616423e-02  8.4276323e-02  1.3727441e-01  1.7784099e+02  9.3276318e+01  7.2655887e-01  7.8792932e-01  5.9463183e+01  1.9149424e+01  1.0478045e+00  2.2544669e-01  1.5498504e+03  1.6807620e+03  2.6862620e+01  2.3136851e+01  1.3648680e+01  9.9997162e-01  7.1547083e+00  6.7922670e+01  8.5479416e-01  1.0608558e+00 -8.2987243e-03
 1.7541674e+01  4.4308497e-02  9.1935710e-02  1.6936547e-01  3.0743921e+02  1.8512148e+02  9.3937091e-01  1.0830028e+00  5.5473876e+01  1.6335590e+01  1.4246697e+00  1.6009103e-01  2.1952455e+03  2.5309035e+03  2.7841314e+01  2.2937564e+01  1.5779954e+01  9.9991214e-01  7.5627123e+00  9.7618998e+01  1.0634039e+00  1.3285963e+00  1.0275128e-03
 1.9803712e+01  5.0663819e-02  8.8033524e-02  1.9241420e-01  4.3195789e+02  2.9363954e+02  1.0969554e+00  1.2271573e+00  5.2083425e+01  1.4167975e+01  1.6422060e+00  1.1129045e-01  2.8155997e+03  3.1497941e+03  2.8886511e+01  2.2788752e+01  1.7751149e+01  9.9978742e-01  8.0058634e+00  1.1911828e+02  1.2159316e+00  1.4362580e+00  4.7312501e-03
 2.2065750e+01  5.4280652e-02  7.8618904e-02  2.0531247e-01  5.3809218e+02  4.0756971e+02  1.1865049e+00  1.2481698e+00  4.9182296e+01  1.2484449e+01  1.7201706e+00  8.2067000e-02  3.3475048e+03  3.5214809e+03  2.9996880e+01  2.2701433e+01  1.9607595e+01  9.9956374e-01  8.4741650e+00  1.3207208e+02  1.3027356e+00  1.4291685e+00  4.2097616e-03
