#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  6.2004205e-02  5.6923963e-05  2.3241216e-01 -4.8315040e-01 -1.5034517e-01  3.3219519e-01 -1.1021056e-01  7.1629620e+01  5.1627663e+01  1.0000000e-04  3.5000000e-01  3.2199366e+01 -1.0682605e+01  5.9301774e+00  5.6279700e+00  1.8689456e+00  1.0000000e+00  1.4726774e+00  1.3342899e-03  3.7202523e-01  1.0638174e-04  0.0000000e+00
 4.6695996e+00  4.3254839e-02  2.5510718e-05  1.6537195e-01 -5.0853251e+00 -2.4631125e+00  3.1224715e-01 -1.5811934e-01  6.3126359e+01  4.3545711e+01  1.0000000e-04  3.5000000e-01  3.5662246e+01 -1.8059062e+01  6.4354591e+00  5.7404654e+00  2.9089845e+00  1.0000000e+00  1.5990130e+00  1.4487538e-03  2.5952904e-01  7.4208389e-05  0.0000000e+00
 6.3391991e+00  3.6212968e-02  2.8936181e-03  1.3946700e-01 -9.4847789e+00 -6.2365943e+00  3.0098590e-01 -1.8290350e-01  5.5593930e+01  3.6520331e+01  1.9168209e-02  3.5167995e-01  4.0829405e+01 -2.4811266e+01  7.0088970e+00  5.7827160e+00  3.9604082e+00  1.0000000e+00  1.7438075e+00  3.0284658e-01  2.1727781e-01  1.1426844e-02  0.0000000e+00
 8.0087987e+00  3.7855991e-02  1.0574840e-02  1.4554541e-01 -1.2070564e+01 -1.0027227e+01  3.2966723e-01 -1.5305904e-01  4.8867177e+01  3.0413046e+01  1.0157533e-01  3.4898425e-01  5.3831080e+01 -2.4992880e+01  7.6645764e+00  5.7728568e+00  5.0418108e+00  1.0000000e+00  1.9195105e+00  1.7665311e+00  2.2713595e-01  5.2758429e-02  0.0000000e+00
 9.6783983e+00  4.8428553e-02  2.0433764e-02  1.8414603e-01 -7.7863434e+00 -7.8166907e+00  4.1467287e-01 -6.7213846e-02  4.2861638e+01  2.5128627e+01  2.5823371e-01  3.3134068e-01  8.2306294e+01 -1.3340932e+01  8.3933609e+00  5.7094179e+00  6.1523210e+00  1.0000000e+00  2.1306536e+00  4.9850368e+00  2.9057132e-01  1.2319768e-01  0.0000000e+00
 1.1347998e+01  6.9338917e-02  3.0501370e-02  2.5786889e-01  8.7384038e+00  1.0285780e+01  5.6028374e-01  5.2940933e-02  3.7470898e+01  2.0507294e+01  4.7688323e-01  2.9883608e-01  1.3514046e+02  1.2769355e+01  9.1787306e+00  5.5839577e+00  7.2848138e+00  1.0000000e+00  2.3676423e+00  1.0229884e+01  4.1603350e-01  2.1562012e-01  0.0000000e+00
 1.3017597e+01  1.0560944e-01  4.1136633e-02  3.7742511e-01  6.2894205e+01  8.4923396e+01  7.8069331e-01  1.9884981e-01  3.2440190e+01  1.6240916e+01  7.6553437e-01  2.5095899e-01  2.2689704e+02  5.7792776e+01  1.0003951e+01  5.3663086e+00  8.4428532e+00  1.0000000e+00  2.6175691e+00  1.8155383e+01  6.3365665e-01  3.3358788e-01  0.0000000e+00
 1.5279636e+01  1.5751995e-01  4.6206542e-02  5.3029212e-01  1.8944258e+02  3.0024548e+02  1.0149536e+00  3.0380600e-01  2.6912666e+01  1.1788907e+01  1.0425439e+00  1.8849729e-01  3.7419276e+02  1.1200709e+02  1.1167693e+01  5.0548536e+00  9.9582039e+00  1.0000000e+00  2.9744525e+00  2.8095965e+01  9.4511972e-01  4.3981208e-01  0.0000000e+00
 1.7541674e+01  2.0443053e-01  4.4778963e-02  6.4993619e-01  2.9311700e+02  5.3333235e+02  1.1404664e+00  3.2698244e-01  2.2689950e+01  8.7416641e+00  1.1783325e+00  1.3825244e-01  5.2651283e+02  1.5095618e+02  1.2374566e+01  4.7734173e+00  1.1416846e+01  1.0000000e+00  3.3613816e+00  3.5886264e+01  1.2265832e+00  4.8932313e-01  0.0000000e+00
 1.9803712e+01  2.3288894e-01  3.9492047e-02  7.1392950e-01  3.8096945e+02  7.8256898e+02  1.1434464e+00  3.0434848e-01  1.9743808e+01  7.0183571e+00  1.1790396e+00  9.9816738e-02  6.5293378e+02  1.7378987e+02  1.3624820e+01  4.6026686e+00  1.2823852e+01  1.0000000e+00  3.7761033e+00  4.0338044e+01  1.3973337e+00  4.8719961e-01  0.0000000e+00
 2.2065750e+01  2.5658051e-01  3.4454384e-02  7.6226710e-01  4.6066733e+02  1.0543675e+03  1.1155017e+00  2.7084872e-01  1.7416276e+01  5.9084288e+00  1.1454301e+00  7.5451116e-02  7.7677113e+02  1.8860345e+02  1.4902588e+01  4.4605210e+00  1.4219383e+01  9.9999999e-01  4.2100040e+00  4.3691170e+01  1.5394831e+00  4.7360237e-01  0.0000000e+00
 2.4327788e+01  2.8373339e-01  3.0553240e-02  8.1215237e-01  5.5583025e+02  1.4025899e+03  1.0904994e+00  2.4668262e-01  1.5385369e+01  5.0372981e+00  1.1168667e+00  5.1478012e-02  9.1244637e+02  2.0640512e+02  1.6198443e+01  4.2976077e+00  1.5617942e+01  9.9999999e-01  4.6540386e+00  4.7094903e+01  1.7024003e+00  4.6303155e-01  0.0000000e+00
 2.6589826e+01  3.1317575e-01  2.7163094e-02  8.5480870e-01  6.5572939e+02  1.8085313e+03  1.0597497e+00  2.2492707e-01  1.3615377e+01  4.3166589e+00  1.0829169e+00  3.0862070e-02  1.0496672e+03  2.2278711e+02  1.7505921e+01  4.1209455e+00  1.7013967e+01  9.9999999e-01  5.0978225e+00  5.0017553e+01  1.8790545e+00  4.4993049e-01  0.0000000e+00
 2.8851864e+01  3.3604038e-01  2.4232188e-02  8.9235217e-01  7.5564824e+02  2.2614107e+03  1.0278502e+00  2.0454043e-01  1.2210874e+01  3.7984923e+00  1.0478583e+00  1.7488034e-02  1.1889877e+03  2.3660652e+02  1.8834818e+01  3.9837577e+00  1.8408694e+01  9.9999999e-01  5.5335961e+00  5.2535466e+01  2.0162423e+00  4.3552912e-01  0.0000000e+00
 3.1113903e+01  3.5099521e-01  2.1465690e-02  9.1552732e-01  8.3818381e+02  2.7050771e+03  9.8783789e-01  1.8275041e-01  1.1127160e+01  3.3855773e+00  1.0045363e+00  1.1325039e-02  1.3155065e+03  2.4336925e+02  2.0177662e+01  3.8940287e+00  1.9798348e+01  9.9999999e-01  5.9464506e+00  5.4121026e+01  2.1059713e+00  4.1605431e-01  0.0000000e+00
 3.3375941e+01  3.5868505e-01  1.8942720e-02  9.2703959e-01  9.0306368e+02  3.1263513e+03  9.4686424e-01  1.6197742e-01  1.0294434e+01  3.0637470e+00  9.6056844e-01  9.8409423e-03  1.4288907e+03  2.4443634e+02  2.1531880e+01  3.8478897e+00  2.1185268e+01  9.9999998e-01  6.3146702e+00  5.4956816e+01  2.1521103e+00  3.9384609e-01  0.0000000e+00
 3.5637979e+01  3.5976477e-01  1.6682104e-02  9.2863461e-01  9.6314623e+02  3.5603376e+03  9.0751313e-01  1.4497324e-01  9.6587968e+00  2.8696201e+00  9.1897225e-01  9.3448348e-03  1.5283581e+03  2.4415188e+02  2.2895460e+01  3.8414114e+00  2.2570903e+01  9.9999997e-01  6.6274152e+00  5.5180947e+01  2.1585886e+00  3.7035190e-01  0.0000000e+00
 3.7900017e+01  3.5630675e-01  1.4698631e-02  9.2350772e-01  1.0221330e+03  4.0182108e+03  8.7154033e-01  1.3136791e-01  9.1580909e+00  2.7560975e+00  8.8133916e-01  9.0202224e-03  1.6163937e+03  2.4364019e+02  2.4266030e+01  3.8621595e+00  2.3956709e+01  9.9999994e-01  6.8862416e+00  5.4987997e+01  2.1378405e+00  3.4702997e-01  0.0000000e+00
 4.0162055e+01  3.5070850e-01  1.2992851e-02  9.1509277e-01  1.0800025e+03  4.4991097e+03  8.4051219e-01  1.2030551e-01  8.7388555e+00  2.6847781e+00  8.4903291e-01  8.7910833e-03  1.6972595e+03  2.4293481e+02  2.5641544e+01  3.8957490e+00  2.5343874e+01  9.9999988e-01  7.0954738e+00  5.4581881e+01  2.1042510e+00  3.2506564e-01  0.0000000e+00
 4.2424093e+01  3.4460306e-01  1.1542476e-02  9.0575053e-01  1.1367907e+03  5.0024063e+03  8.1477215e-01  1.1114672e-01  8.3681120e+00  2.6377424e+00  8.2227312e-01  8.6123726e-03  1.7745505e+03  2.4207439e+02  2.7020656e+01  3.9323816e+00  2.6732980e+01  9.9999975e-01  7.2623577e+00  5.4104864e+01  2.0676184e+00  3.0504382e-01  0.0000000e+00
 4.4686131e+01  3.3922533e-01  1.0320293e-02  8.9737638e-01  1.1927643e+03  5.5285758e+03  7.9419110e-01  1.0341254e-01  8.0240281e+00  2.6082175e+00  8.0085085e-01  8.4597559e-03  1.8518875e+03  2.4113641e+02  2.8402422e+01  3.9646480e+00  2.8124352e+01  9.9999950e-01  7.3969986e+00  5.3672244e+01  2.0353520e+00  2.8728668e-01  0.0000000e+00
 4.6948169e+01  3.3570503e-01  9.3017682e-03  8.9181942e-01  1.2484965e+03  6.0798360e+03  7.7856750e-01  9.6734867e-02  7.6899883e+00  2.5946472e+00  7.8450991e-01  8.3175787e-03  1.9335829e+03  2.4024235e+02  2.9786113e+01  3.9857698e+00  2.9518235e+01  9.9999906e-01  7.5123190e+00  5.3396776e+01  2.0142302e+00  2.7204131e-01  0.0000000e+00
 4.9210208e+01  3.3529904e-01  8.4677216e-03  8.9117410e-01  1.3048149e+03  6.6602416e+03  7.6784665e-01  9.0816373e-02  7.3508956e+00  2.5969130e+00  7.7315542e-01  8.1726723e-03  2.0252795e+03  2.3953811e+02  3.1171092e+01  3.9882058e+00  3.0914903e+01  9.9999834e-01  7.6239454e+00  5.3405890e+01  2.0117942e+00  2.5958073e-01  0.0000000e+00
 5.1472246e+01  3.3702809e-01  7.7695876e-03  8.9391313e-01  1.3621344e+03  7.2724200e+03  7.6199640e-01  8.5732408e-02  7.0178566e+00  2.6116885e+00  7.6676228e-01  8.0095956e-03  2.1248860e+03  2.3907147e+02  3.2557495e+01  3.9778314e+00  3.2313578e+01  9.9999719e-01  7.7170813e+00  5.3611307e+01  2.0221686e+00  2.4912756e-01  0.0000000e+00
 5.3734284e+01  3.3895938e-01  7.1583701e-03  8.9695489e-01  1.4199689e+03  7.9143668e+03  7.6015101e-01  8.1530268e-02  6.7098124e+00  2.6412790e+00  7.6447053e-01  7.8448317e-03  2.2258161e+03  2.3873070e+02  3.3945701e+01  3.9662437e+00  3.3713195e+01  9.9999528e-01  7.7718776e+00  5.3830607e+01  2.0337563e+00  2.3961627e-01  0.0000000e+00
 5.5996322e+01  3.4066098e-01  6.6153413e-03  8.9961864e-01  1.4778962e+03  8.5839926e+03  7.6145588e-01  7.8041381e-02  6.4280822e+00  2.6906346e+00  7.6540593e-01  7.6988005e-03  2.3264041e+03  2.3843245e+02  3.5335618e+01  3.9560341e+00  3.5113469e+01  9.9999203e-01  7.7902081e+00  5.4023592e+01  2.0439659e+00  2.3076102e-01  0.0000000e+00
 5.8258360e+01  3.4221740e-01  6.1314276e-03  9.0204071e-01  1.5360068e+03  9.2819087e+03  7.6579205e-01  7.5157973e-02  6.1689305e+00  2.7596505e+00  7.6943413e-01  7.5694410e-03  2.4268984e+03  2.3818577e+02  3.6727029e+01  3.9466956e+00  3.6514357e+01  9.9998651e-01  7.7745683e+00  5.4198880e+01  2.0533044e+00  2.2252076e-01  0.0000000e+00
 6.0520398e+01  3.4374564e-01  5.6993596e-03  9.0440415e-01  1.5943068e+03  1.0008282e+04  7.7308902e-01  7.2786192e-02  5.9288637e+00  2.8484639e+00  7.7647204e-01  7.4583127e-03  2.5277349e+03  2.3798579e+02  3.8119742e+01  3.9375262e+00  3.7915836e+01  9.9997715e-01  7.7281120e+00  5.4367806e+01  2.0624738e+00  2.1487135e-01  0.0000000e+00
 6.2782436e+01  3.4539934e-01  5.3133095e-03  9.0694400e-01  1.6529191e+03  1.0764048e+04  7.8331305e-01  7.0850653e-02  5.7045538e+00  2.9573778e+00  7.8647630e-01  7.3606271e-03  2.6295767e+03  2.3784517e+02  3.9513581e+01  3.9276039e+00  3.9317897e+01  9.9996134e-01  7.6546515e+00  5.4544836e+01  2.0723961e+00  2.0780403e-01  0.0000000e+00
 6.5044474e+01  3.4740126e-01  4.9688340e-03  9.0999466e-01  1.7121975e+03  1.1551813e+04  7.9649106e-01  6.9292910e-02  5.4925399e+00  3.0865620e+00  7.9946656e-01  7.2622932e-03  2.7334835e+03  2.3780685e+02  4.0908379e+01  3.9155925e+00  4.0720555e+01  9.9993484e-01  7.5586567e+00  5.4750426e+01  2.0844076e+00  2.0133329e-01  0.0000000e+00
 6.7306513e+01  3.4997766e-01  4.6619989e-03  9.1388396e-01  1.7721956e+03  1.2372419e+04  8.1260136e-01  6.8045228e-02  5.2897850e+00  3.2364921e+00  8.1541391e-01  7.1607750e-03  2.8406344e+03  2.3786770e+02  4.2303986e+01  3.9001341e+00  4.2123820e+01  9.9989081e-01  7.4452253e+00  5.5004540e+01  2.0998660e+00  1.9546992e-01  0.0000000e+00
 6.9568551e+01  3.5209980e-01  4.3802455e-03  9.1702836e-01  1.8326406e+03  1.3224405e+04  8.3055766e-01  6.7089125e-02  5.1035163e+00  3.4004582e+00  8.3323295e-01  7.0594517e-03  2.9462048e+03  2.3798264e+02  4.3700554e+01  3.8874013e+00  4.3527308e+01  9.9981544e-01  7.3135382e+00  5.5212390e+01  2.1125988e+00  1.8982880e-01  0.0000000e+00
 7.1830589e+01  3.5307181e-01  4.1160194e-03  9.1837163e-01  1.8932773e+03  1.4106184e+04  8.5012190e-01  6.6446456e-02  4.9375219e+00  3.5768830e+00  8.5268623e-01  6.9695928e-03  3.0464573e+03  2.3811443e+02  4.5098138e+01  3.8815693e+00  4.4930785e+01  9.9968303e-01  7.1593998e+00  5.5310609e+01  2.1184309e+00  1.8417790e-01  0.0000000e+00
 7.4092627e+01  3.5305013e-01  3.8686194e-03  9.1812438e-01  1.9539832e+03  1.5016949e+04  8.7201114e-01  6.6130997e-02  4.7888259e+00  3.7715686e+00  8.7448793e-01  6.8983982e-03  3.1415481e+03  2.3824662e+02  4.6496607e+01  3.8816995e+00  4.6334295e+01  9.9944932e-01  6.9810662e+00  5.5311847e+01  2.1183008e+00  1.7855898e-01  0.0000000e+00
 7.6354665e+01  3.5222145e-01  3.6373412e-03  9.1649737e-01  2.0158957e+03  1.5965757e+04  8.9711304e-01  6.6210451e-02  4.6545806e+00  3.9904456e+00  8.9952726e-01  6.8072252e-03  3.2317221e+03  2.3851373e+02  4.7895833e+01  3.8866717e+00  4.7737874e+01  9.9903630e-01  6.7765780e+00  5.5229021e+01  2.1133287e+00  1.7300964e-01  0.0000000e+00
 7.8616703e+01  3.5061303e-01  3.4203233e-03  9.1339774e-01  2.0786039e+03  1.6950107e+04  9.2624632e-01  6.6714826e-02  4.5333737e+00  4.2408797e+00  9.2862165e-01  6.7041881e-03  3.3162096e+03  2.3885692e+02  4.9295723e+01  3.8963225e+00  4.9141500e+01  9.9830505e-01  6.5437630e+00  5.5056544e+01  2.1036782e+00  1.6750689e-01  0.0000000e+00
 8.0878741e+01  3.4814609e-01  3.2150225e-03  9.0846743e-01  2.1407288e+03  1.7958991e+04  9.6024307e-01  6.7667231e-02  4.4246674e+00  4.5311116e+00  9.6260160e-01  6.6155429e-03  3.3932117e+03  2.3911575e+02  5.0696198e+01  3.9111245e+00  5.0545104e+01  9.9700792e-01  6.2802325e+00  5.4772792e+01  2.0888765e+00  1.6198287e-01  0.0000000e+00
 8.3140780e+01  3.4452679e-01  3.0176108e-03  9.0083314e-01  1.8448732e+03  1.5909865e+04  9.9973750e-01  6.9180228e-02  4.3294030e+00  4.8708606e+00  1.0021072e+00  6.4878124e-03  3.4588016e+03  2.3934351e+02  5.2097197e+01  3.9328410e+00  5.1948539e+01  9.9469891e-01  5.9833809e+00  5.4325461e+01  2.0671607e+00  1.5628885e-01  0.0000000e+00
 8.5019079e+01  3.4065889e-01  2.8578513e-03  8.9195173e-01  1.5527213e+03  1.3692911e+04  1.0376177e+00  7.0899078e-02  4.2596765e+00  5.1960585e+00  1.0400176e+00  6.3678081e-03  3.5020711e+03  2.3929200e+02  5.3260813e+01  3.9560487e+00  5.3113688e+01  9.9147187e-01  5.7095401e+00  5.3800262e+01  2.0439533e+00  1.5135846e-01  0.0000000e+00
 8.6897379e+01  3.3620078e-01  2.7006808e-03  8.8039067e-01  1.5818692e+03  1.4258149e+04  1.0810310e+00  7.2979988e-02  4.1966678e+00  5.5674753e+00  1.0834731e+00  6.3257475e-03  3.5330462e+03  2.3851460e+02  5.4424531e+01  3.9827978e+00  5.4278604e+01  9.8631288e-01  5.4105052e+00  5.3112720e+01  2.0172047e+00  1.4619436e-01  0.0000000e+00
 8.8775678e+01  3.3133827e-01  2.5442617e-03  8.6549482e-01  1.6015145e+03  1.4747240e+04  1.1305140e+00  7.5307493e-02  4.1388164e+00  5.9882970e+00  1.1330009e+00  6.4816769e-03  3.5483437e+03  2.3636759e+02  5.5588161e+01  4.0119738e+00  5.5443194e+01  9.7813026e-01  5.0873165e+00  5.2222974e+01  1.9880296e+00  1.4070400e-01  0.0000000e+00
 9.0653978e+01  3.2596466e-01  2.3843903e-03  8.4565784e-01  1.6087992e+03  1.5127759e+04  1.1858846e+00  7.7886059e-02  4.0864662e+00  6.4561142e+00  1.1884200e+00  6.8202729e-03  3.5403708e+03  2.3252307e+02  5.6751505e+01  4.0442165e+00  5.6607223e+01  9.6521585e-01  4.7396935e+00  5.1034373e+01  1.9557879e+00  1.3465265e-01  0.0000000e+00
 9.2532277e+01  3.1983186e-01  2.2149117e-03  8.1830936e-01  1.5968247e+03  1.5326266e+04  1.2456462e+00  8.0543738e-02  4.0407797e+00  6.9693126e+00  1.2482254e+00  7.4327633e-03  3.4968578e+03  2.2610754e+02  5.7914290e+01  4.0810151e+00  5.7770323e+01  9.4491509e-01  4.3673587e+00  4.9391753e+01  1.9189912e+00  1.2767338e-01  0.0000000e+00
 9.4410577e+01  3.1376734e-01  2.0328553e-03  7.8171893e-01  1.5614343e+03  1.5290802e+04  1.3093478e+00  8.3247399e-02  3.9965714e+00  7.5199297e+00  1.3119658e+00  8.2123635e-03  3.4083053e+03  2.1669762e+02  5.9075947e+01  4.1174032e+00  5.8932288e+01  9.1341724e-01  3.9700329e+00  4.7191003e+01  1.8826040e+00  1.1955777e-01  0.0000000e+00
 9.6288876e+01  3.0963675e-01  1.8363336e-03  7.3438829e-01  1.4978138e+03  1.4959595e+04  1.3769624e+00  8.5938111e-02  3.9431421e+00  8.0944894e+00  1.3796125e+00  8.9542090e-03  3.2656457e+03  2.0381342e+02  6.0235549e+01  4.1421878e+00  6.0092958e+01  8.6524312e-01  3.5474431e+00  4.4341986e+01  1.8578205e+00  1.1014845e-01  0.0000000e+00
 9.8167176e+01  3.1056457e-01  1.6202713e-03  6.7336471e-01  9.6615975e+02  9.8378710e+03  1.4455399e+00  8.7931083e-02  3.8635727e+00  8.6732957e+00  1.4481795e+00  9.6706403e-03  3.0526981e+03  1.8569328e+02  6.1391497e+01  4.1366188e+00  6.1251974e+01  7.9186208e-01  3.0993233e+00  4.0666038e+01  1.8633874e+00  9.9084269e-02  0.0000000e+00
 9.9419375e+01  3.1834583e-01  1.4634058e-03  6.2368643e-01  5.7150908e+02  5.8935917e+03  1.4897302e+00  8.8163490e-02  3.7727070e+00  9.0368573e+00  1.4923029e+00  1.0049710e-02  2.8635484e+03  1.6946721e+02  6.2158277e+01  4.0899268e+00  6.2023576e+01  7.2225233e-01  2.7862448e+00  3.7672013e+01  1.9100750e+00  9.0633025e-02  0.0000000e+00
 1.0067158e+02  3.4087574e-01  1.2925575e-03  5.6473017e-01  5.0388430e+02  5.2616697e+03  1.5273896e+00  8.5840516e-02  3.6037074e+00  9.3337331e+00  1.5297650e+00  1.0333443e-02  2.6255184e+03  1.4755623e+02  6.2918467e+01  3.9547464e+00  6.2794056e+01  6.2750454e-01  2.4615486e+00  3.4117383e+01  2.0452544e+00  8.1060155e-02  0.0000000e+00
 1.0192377e+02  4.1186994e-01  1.0961992e-03  4.9080475e-01  3.9003051e+02  4.1234427e+03  1.5387355e+00  7.5139652e-02  3.1776035e+00  9.3841300e+00  1.5405348e+00  1.0269857e-02  2.3102100e+03  1.1281235e+02  6.3660528e+01  3.5287805e+00  6.3562650e+01  4.9088351e-01  2.1249004e+00  2.9658738e+01  2.4712197e+00  6.9601033e-02  0.0000000e+00
 1.0317597e+02  3.2604382e-01  9.5505857e-04  4.3814470e-01  1.0211258e+02  1.0928076e+03  1.6405411e+00  9.1710275e-02  3.5966302e+00  1.0289460e+01  1.6430631e+00  1.1384485e-02  2.0876772e+03  1.1670628e+02  6.4461450e+01  4.0437841e+00  6.4334488e+01  5.0000000e-01  1.7786787e+00  2.6478557e+01  1.9562629e+00  6.1384578e-02  0.0000000e+00
