#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  5.9372042e-02  1.4359726e-04  2.0320675e-01 -1.5230796e-01 -1.6366424e-02  3.4752732e-01 -4.1530413e-02  8.3168953e+01  3.8986996e+01  1.0000000e-04  3.5000000e-01  4.1369452e+02 -4.9437566e+01  2.0781941e+01  2.0634414e+01  2.4718458e+00  1.0000000e+00  5.1609072e+00  4.6759367e-03  1.3655570e+00  3.5489934e-04 -1.0000000e+00
 4.6695996e+00  3.9290660e-02  6.6577232e-05  1.4978111e-01 -1.5887849e+00 -2.6573862e-01  3.4478924e-01 -6.0169698e-02  8.0084542e+01  3.6323895e+01  1.0000000e-04  3.5000000e-01  4.7463206e+02 -8.2828767e+01  2.2342209e+01  2.2008482e+01  3.8472138e+00  1.0000000e+00  5.5513497e+00  5.0296893e-03  9.0368517e-01  2.5611979e-04 -8.7800269e-02
 6.3391991e+00  3.0087513e-02  7.5248378e-03  1.1585956e-01 -2.2883818e+00 -5.1960440e-01  3.4599370e-01 -6.1005833e-02  7.6680940e+01  3.3427340e+01  2.0342852e-02  3.5074139e-01  4.9840989e+02 -8.7879955e+01  2.2839966e+01  2.2225624e+01  5.2617222e+00  1.0000000e+00  5.6825640e+00  1.0473667e+00  6.9201281e-01  3.9297896e-02 -8.2328509e-02
 8.0087987e+00  2.6142058e-02  2.4166929e-02  1.0119294e-01 -2.0465792e-01 -5.8709160e-02  3.6354499e-01 -4.1122271e-03  7.3162880e+01  3.0528749e+01  1.0136557e-01  3.4915167e-01  5.4996870e+02 -6.2209527e+00  2.3329176e+01  2.2329102e+01  6.7573415e+00  9.9999999e-01  5.8425405e+00  5.3658037e+00  6.0126734e-01  1.5945077e-01 -6.9593672e-02
 9.6783983e+00  2.5334587e-02  4.1282231e-02  9.8286853e-02  7.0488897e+00  2.4436226e+00  4.0263281e-01  1.1058668e-01  6.9632361e+01  2.7719350e+01  2.4380603e-01  3.3897081e-01  6.4553427e+02  1.7730172e+02  2.3854881e+01  2.2363443e+01  8.3025151e+00  9.9999988e-01  6.0555587e+00  1.3376461e+01  5.8269550e-01  3.2915800e-01 -5.3822425e-02
 1.1347998e+01  2.6821036e-02  5.6995288e-02  1.0404225e-01  2.2187607e+01  9.0186108e+00  4.6880707e-01  2.7850421e-01  6.6143705e+01  2.5000101e+01  4.4431581e-01  3.1611410e-01  8.0121550e+02  4.7597808e+02  2.4432704e+01  2.2345240e+01  9.8816622e+00  9.9999890e-01  6.3023859e+00  2.5371102e+01  6.1688384e-01  5.3283895e-01 -3.7832601e-02
 1.3017597e+01  3.0124464e-02  6.9554553e-02  1.1661118e-01  6.4916137e+01  3.0268677e+01  5.6472727e-01  4.8006781e-01  6.2763463e+01  2.2384189e+01  6.8529605e-01  2.8240274e-01  1.0301285e+03  8.7569974e+02  2.5062460e+01  2.2283652e+01  1.1470211e+01  9.9999464e-01  6.5576809e+00  4.0716561e+01  6.9286268e-01  7.4592330e-01 -2.3446118e-02
 1.5279636e+01  3.7092597e-02  8.1623806e-02  1.4274105e-01  1.7842008e+02  9.7648743e+01  7.4120968e-01  7.7555051e-01  5.8408290e+01  1.9104531e+01  1.0489081e+00  2.2508248e-01  1.4800700e+03  1.5486428e+03  2.5990191e+01  2.2138516e+01  1.3615291e+01  9.9997462e-01  6.9223418e+00  6.5785938e+01  8.5312973e-01  1.0274664e+00 -8.2987243e-03
 1.7541674e+01  4.6517524e-02  8.9278465e-02  1.7740152e-01  3.0991439e+02  1.9472544e+02  9.6115362e-01  1.0664373e+00  5.4330192e+01  1.6201906e+01  1.4268253e+00  1.5897880e-01  2.1117803e+03  2.3431023e+03  2.6995707e+01  2.1931067e+01  1.5741553e+01  9.9992250e-01  7.3330147e+00  9.4797294e+01  1.0699030e+00  1.2901955e+00  1.0275128e-03
 1.9803712e+01  5.3268348e-02  8.5311687e-02  2.0176051e-01  4.3467760e+02  3.0833569e+02  1.1188028e+00  1.2011344e+00  5.0888891e+01  1.3983441e+01  1.6377594e+00  1.1039894e-01  2.7114596e+03  2.9109933e+03  2.8069128e+01  2.1779513e+01  1.7706743e+01  9.9981407e-01  7.7793266e+00  1.1543425e+02  1.2251720e+00  1.3918515e+00  4.7312501e-03
