#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  9.3326878e-02  1.4048040e+00  3.3846534e-01  2.9563120e+00  3.0443743e-01  5.3497391e-01  7.4500897e-01  7.4723165e+01  2.9531208e+01  8.5963991e-01  3.1977285e-01  7.5027876e+02  1.0448442e+03  2.2557228e+01  2.1760146e+01  5.9434471e+00  1.0000000e+00  5.6017750e+00  4.3629959e+01  2.2398451e+00  3.4719604e+00  0.0000000e+00
 4.6695996e+00  6.2201227e-02  5.9266369e-01  2.3332411e-01  1.9404923e+01  3.1104133e+00  5.3652244e-01  7.3410176e-01  7.4771917e+01  3.0001269e+01  8.4925002e-01  3.2486325e-01  8.0505667e+02  1.1015262e+03  2.3326185e+01  2.2507153e+01  6.1269058e+00  1.0000000e+00  5.7958372e+00  4.4595838e+01  1.4928295e+00  2.2799521e+00  0.0000000e+00
 6.3391991e+00  4.8988580e-02  3.4092603e-01  1.8634898e-01  2.8183791e+01  6.1328215e+00  5.5456982e-01  7.4874715e-01  7.2943066e+01  2.8679467e+01  8.7848000e-01  3.1055251e-01  8.7286806e+02  1.1784945e+03  2.3874397e+01  2.2824252e+01  7.0028816e+00  1.0000000e+00  5.9399295e+00  4.7277635e+01  1.1757259e+00  1.7804604e+00  0.0000000e+00
 8.0087987e+00  4.2262112e-02  2.2922855e-01  1.6189764e-01  3.8324959e+01  1.0535996e+01  5.8015056e-01  7.6810837e-01  7.0565022e+01  2.6920891e+01  9.1737883e-01  2.9151542e-01  9.5806522e+02  1.2684602e+03  2.4374554e+01  2.2985685e+01  8.1103135e+00  1.0000000e+00  6.1043441e+00  5.0737644e+01  1.0142907e+00  1.5124250e+00  0.0000000e+00
 9.6783983e+00  3.8758027e-02  1.6969112e-01  1.4901622e-01  5.0119627e+01  1.6650905e+01  6.1085845e-01  7.8683422e-01  6.7988114e+01  2.5065103e+01  9.5842792e-01  2.7142599e-01  1.0656736e+03  1.3726723e+03  2.4883646e+01  2.3069780e+01  9.3263636e+00  9.9999990e-01  6.3167104e+00  5.4852067e+01  9.3019264e-01  1.3530081e+00  0.0000000e+00
 1.1347998e+01  3.7082695e-02  1.3369350e-01  1.4282278e-01  6.3637786e+01  2.4789104e+01  6.4712445e-01  8.0323428e-01  6.5362870e+01  2.3209266e+01  9.9987949e-01  2.5337000e-01  1.1975783e+03  1.4864776e+03  2.5424475e+01  2.3109987e+01  1.0598699e+01  9.9999899e-01  6.5582121e+00  5.9412209e+01  8.8998468e-01  1.2498771e+00  0.0000000e+00
 1.3017597e+01  3.5682927e-02  1.0577275e-01  1.3762935e-01  1.0455164e+02  4.6718428e+01  6.7408574e-01  7.8196311e-01  6.2869675e+01  2.1480401e+01  1.0033188e+00  2.4332946e-01  1.3238205e+03  1.5356782e+03  2.6004850e+01  2.3143577e+01  1.1858628e+01  9.9999458e-01  6.8042606e+00  6.1853243e+01  8.5639026e-01  1.1343378e+00  0.0000000e+00
 1.5279636e+01  3.5601265e-02  8.4313972e-02  1.3732227e-01  1.7791892e+02  9.3317189e+01  7.2639452e-01  7.8782161e-01  5.9471719e+01  1.9157960e+01  1.0475946e+00  2.2551595e-01  1.5503907e+03  1.6814985e+03  2.6870341e+01  2.3145535e+01  1.3649155e+01  9.9997160e-01  7.1567648e+00  6.7928586e+01  8.5443037e-01  1.0613297e+00  0.0000000e+00
 1.7541674e+01  4.4309189e-02  9.1929949e-02  1.6935884e-01  3.0742048e+02  1.8511020e+02  9.3939402e-01  1.0830059e+00  5.5472822e+01  1.6334536e+01  1.4246883e+00  1.6008215e-01  2.1951595e+03  2.5307492e+03  2.7840427e+01  2.2936542e+01  1.5779873e+01  9.9991215e-01  7.5624712e+00  9.7617157e+01  1.0634205e+00  1.3285130e+00  0.0000000e+00
 1.9803712e+01  5.0669766e-02  8.7996106e-02  1.9236064e-01  4.3177075e+02  2.9351233e+02  1.0969694e+00  1.2269827e+00  5.2078457e+01  1.4163007e+01  1.6420866e+00  1.1126633e-01  2.8148160e+03  3.1484295e+03  2.8882307e+01  2.2783896e+01  1.7750541e+01  9.9978754e-01  8.0046983e+00  1.1909227e+02  1.2160744e+00  1.4356475e+00  0.0000000e+00
 2.2065750e+01  5.4284044e-02  7.8584679e-02  2.0525281e-01  5.3785244e+02  4.0738812e+02  1.1864481e+00  1.2479165e+00  4.9177854e+01  1.2480007e+01  1.7199481e+00  8.2056167e-02  3.3465322e+03  3.5199119e+03  2.9993240e+01  2.2697158e+01  1.9606976e+01  9.9956396e-01  8.4731367e+00  1.3203897e+02  1.3028171e+00  1.4285464e+00  0.0000000e+00
 2.4327788e+01  5.7576078e-02  7.0303948e-02  2.1686890e-01  6.5019951e+02  5.4296994e+02  1.2580789e+00  1.2455241e+00  4.6517108e+01  1.0979037e+01  1.7694590e+00  5.5744321e-02  3.8984062e+03  3.8595028e+03  3.1172521e+01  2.2618154e+01  2.1450995e+01  9.9921662e-01  8.9563001e+00  1.4358588e+02  1.3818259e+00  1.4090296e+00  0.0000000e+00
