#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  1.5691779e-01  2.0722210e-01  2.6187167e-01  8.6203517e-01  2.6705199e-01  7.4375941e-01  3.9035683e-01  5.7765097e+01  3.7763140e+01  7.2690557e-01  4.2090950e-01  1.6124804e+01  8.4629887e+00  2.8046049e+00  2.3723266e+00  1.4959529e+00  1.0000000e+00  6.9648477e-01  4.5870365e+00  6.2767116e-01  2.5678338e-01 -1.0000000e+00
 4.6695996e+00  1.0953945e-01  1.7778165e-01  3.7181735e-01  1.1716528e+01  5.6497358e+00  7.4907911e-01  3.8834080e-01  5.6842089e+01  3.7261442e+01  7.3481346e-01  4.1470143e-01  3.5636413e+01  1.8474782e+01  4.1534366e+00  3.4771172e+00  2.2717155e+00  1.0000000e+00  1.0320008e+00  6.8706801e+00  4.3815780e-01  3.4290683e-01 -8.4722068e-02
 6.3391991e+00  1.0270043e-01  1.2083169e-01  3.5241293e-01  2.1029153e+01  1.3765936e+01  7.9337676e-01  4.2262578e-01  5.0095610e+01  3.1022010e+01  8.3316086e-01  3.3749401e-01  4.5853334e+01  2.4425723e+01  4.5749036e+00  3.5094818e+00  2.9348392e+00  1.0000000e+00  1.1382321e+00  8.5921582e+00  4.1080172e-01  3.1639149e-01 -7.9711443e-02
 8.0087987e+00  1.0923922e-01  9.5911615e-02  3.7525392e-01  3.5267711e+01  2.9167165e+01  8.7427014e-01  4.5955581e-01  4.3980455e+01  2.5526324e+01  9.4822594e-01  2.7641884e-01  6.1684679e+01  3.2424249e+01  5.0381992e+00  3.4985908e+00  3.6253709e+00  1.0000000e+00  1.2617626e+00  1.0840070e+01  4.3695687e-01  3.1728399e-01 -6.4441280e-02
 9.6783983e+00  1.1917799e-01  7.8602361e-02  4.0889642e-01  5.1014306e+01  5.0985309e+01  9.3963496e-01  4.4895852e-01  3.8881052e+01  2.1148041e+01  1.0132734e+00  2.4032207e-01  8.1227201e+01  3.8810437e+01  5.5391528e+00  3.4769575e+00  4.3119578e+00  1.0000000e+00  1.4061133e+00  1.2908908e+01  4.7671195e-01  3.1423073e-01 -4.6308992e-02
 1.1347998e+01  1.3666714e-01  6.9237465e-02  4.6400570e-01  7.2259040e+01  8.4676131e+01  1.0245801e+00  4.4447943e-01  3.4341242e+01  1.7377638e+01  1.0967281e+00  2.1098339e-01  1.0807550e+02  4.6884898e+01  6.0699427e+00  3.4241793e+00  5.0119058e+00  1.0000000e+00  1.5657343e+00  1.5558208e+01  5.4666858e-01  3.2454130e-01 -2.9140810e-02
 1.3017597e+01  1.4876522e-01  5.9088892e-02  5.0211168e-01  1.2453670e+02  1.6740861e+02  1.0517799e+00  3.9835772e-01  3.0765229e+01  1.4565955e+01  1.1075319e+00  1.9571099e-01  1.3415778e+02  5.0811759e+01  6.6273952e+00  3.3900551e+00  5.6947250e+00  1.0000000e+00  1.7340813e+00  1.7400763e+01  5.9506088e-01  3.1772124e-01 -1.4879947e-02
 1.5279636e+01  1.5601035e-01  4.6208391e-02  5.2619000e-01  1.8989710e+02  2.9962697e+02  1.0152288e+00  3.0670005e-01  2.7069091e+01  1.1945332e+01  1.0435874e+00  1.8889105e-01  1.6502140e+02  4.9852872e+01  7.4152714e+00  3.3744275e+00  6.6029909e+00  1.0000000e+00  1.9750160e+00  1.8674201e+01  6.2404141e-01  2.9163753e-01 -1.5198191e-03
 1.7541674e+01  2.0390951e-01  4.5332741e-02  6.5135501e-01  2.9819809e+02  5.4016378e+02  1.1517175e+00  3.3488151e-01  2.2835057e+01  8.8867708e+00  1.1914133e+00  1.3832257e-01  2.3451654e+02  6.8189683e+01  8.2182717e+00  3.1893433e+00  7.5741718e+00  1.0000000e+00  2.2323811e+00  2.4097577e+01  8.1563804e-01  3.2846763e-01  4.9811325e-03
 1.9803712e+01  2.3237506e-01  4.0025998e-02  7.1612665e-01  3.8762947e+02  7.9270749e+02  1.1562878e+00  3.1188885e-01  1.9878955e+01  7.1535047e+00  1.1934410e+00  9.9872988e-02  2.9108587e+02  7.8515434e+01  9.0465235e+00  3.0761270e+00  8.5074691e+00  9.9999999e-01  2.5072336e+00  2.7110551e+01  9.2950026e-01  3.2741482e-01  5.6263013e-03
