#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  6.1898682e-02  5.7261578e-05  2.3226584e-01 -4.7912995e-01 -1.4796422e-01  3.3247894e-01 -1.0935155e-01  7.1777714e+01  5.1775758e+01  1.0000000e-04  3.5000000e-01  5.7207276e+01 -1.8815340e+01  7.9010400e+00  7.5048067e+00  2.4706899e+00  1.0000000e+00  1.9621138e+00  1.7777340e-03  4.9518946e-01  1.4146750e-04  0.0000000e+00
 4.6695996e+00  1.1352498e-01  1.6450756e-01  3.4038054e-01  1.0872977e+01  5.2264916e+00  7.5613474e-01  3.9737360e-01  5.5522965e+01  3.5942317e+01  7.5560581e-01  3.9837844e-01  1.3049355e+02  6.8578640e+01  7.9107810e+00  6.5212772e+00  4.4781023e+00  1.0000000e+00  1.9655850e+00  1.3456425e+01  9.0819983e-01  6.3261228e-01 -5.7051614e-01
 6.3391991e+00  3.6956113e-02  2.6748763e-03  1.2425268e-01 -8.9704619e+00 -5.8537118e+00  2.9566090e-01 -1.9055023e-01  5.3974467e+01  3.4900868e+01  1.9783242e-02  3.5118852e-01  6.4667318e+01 -4.1677383e+01  8.8998300e+00  7.1977818e+00  5.2343969e+00  1.0000000e+00  2.2142700e+00  3.9689042e-01  2.9564890e-01  1.3964012e-02 -5.0656413e-01
 8.0087987e+00  3.8045049e-02  1.0357730e-02  1.4119159e-01 -1.1816261e+01 -9.7415842e+00  3.2897441e-01 -1.5398342e-01  4.8597736e+01  3.0143605e+01  1.0206379e-01  3.4859437e-01  9.2836955e+01 -4.3454296e+01  1.0076017e+01  7.5578686e+00  6.6636882e+00  1.0000000e+00  2.5234297e+00  2.3334875e+00  3.0436039e-01  6.8313117e-02 -1.3776504e-01
 9.6783983e+00  4.7892787e-02  2.0369828e-02  1.8249208e-01 -7.6883469e+00 -7.6598205e+00  4.1443086e-01 -6.6866626e-02  4.3132183e+01  2.5399172e+01  2.5672705e-01  3.3213748e-01  1.4500807e+02 -2.3396425e+01  1.1144029e+01  7.6189922e+00  8.1326713e+00  1.0000000e+00  2.8289104e+00  6.5801136e+00  3.8314230e-01  1.6235399e-01  2.1430263e-03
 1.1347998e+01  6.8699264e-02  3.0817763e-02  2.5675046e-01  9.3852245e+00  1.0963420e+01  5.6268349e-01  5.7297340e-02  3.7764000e+01  2.0800396e+01  4.7991327e-01  2.9929742e-01  2.3920770e+02  2.4358214e+01  1.2185670e+01  7.4626322e+00  9.6332594e+00  1.0000000e+00  3.1432787e+00  1.3667473e+01  5.4959411e-01  2.8799999e-01  1.2238062e-02
 1.3017597e+01  1.0301270e-01  4.0970494e-02  3.7125619e-01  6.2327657e+01  8.3520632e+01  7.7516105e-01  1.9872402e-01  3.2801388e+01  1.6602114e+01  7.5921880e-01  2.5288872e-01  3.9677949e+02  1.0172030e+02  1.3276268e+01  7.1921337e+00  1.1159413e+01  1.0000000e+00  3.4737823e+00  2.3895280e+01  8.2410164e-01  4.3921196e-01  1.6265241e-02
 1.5279636e+01  1.5486486e-01  4.6589145e-02  5.2609772e-01  1.9202250e+02  3.0202802e+02  1.0177266e+00  3.1095030e-01  2.7233142e+01  1.2109383e+01  1.0472081e+00  1.8924221e-01  6.5996985e+02  2.0164337e+02  1.4811034e+01  6.7777116e+00  1.3169258e+01  1.0000000e+00  3.9448359e+00  3.7428681e+01  1.2389189e+00  5.8623246e-01  1.6640907e-02
 1.7541674e+01  2.0370913e-01  4.5683137e-02  6.5191368e-01  3.0071911e+02  5.4301796e+02  1.1578586e+00  3.3922244e-01  2.2914257e+01  8.9659708e+00  1.1985677e+00  1.3836201e-01  9.3887074e+02  2.7506469e+02  1.6399925e+01  6.3853627e+00  1.5105784e+01  1.0000000e+00  4.4548155e+00  4.8376546e+01  1.6296730e+00  6.5993182e-01  1.5035360e-02
 1.9803712e+01  2.3221425e-01  4.0284152e-02  7.1616639e-01  3.8999236e+02  7.9503240e+02  1.1621682e+00  3.1536834e-01  1.9940945e+01  7.2154950e+00  1.2000468e+00  9.9898789e-02  1.1644081e+03  3.1597617e+02  1.8047716e+01  6.1551992e+00  1.6965659e+01  9.9999999e-01  5.0019038e+00  5.4384618e+01  1.8577140e+00  6.5698121e-01  1.2911184e-02
 2.2065750e+01  2.5580883e-01  3.5118665e-02  7.6425463e-01  4.7064840e+02  1.0690485e+03  1.1340493e+00  2.8031943e-01  1.7593267e+01  6.0854198e+00  1.1657342e+00  7.5567503e-02  1.3845271e+03  3.4223366e+02  1.9732632e+01  5.9643435e+00  1.8809662e+01  9.9999999e-01  5.5744991e+00  5.8877311e+01  2.0464706e+00  6.3815887e-01  1.0809988e-02
 2.4327788e+01  2.8283525e-01  3.1121862e-02  8.1390261e-01  5.6665298e+02  1.4190639e+03  1.1087855e+00  2.5491019e-01  1.5544714e+01  5.1966427e+00  1.1365414e+00  5.1557801e-02  1.6256227e+03  3.7373123e+02  2.1442154e+01  5.7462896e+00  2.0657834e+01  9.9999999e-01  6.1606299e+00  6.3438507e+01  2.2626820e+00  6.2350554e-01  8.9646876e-03
