y,x,U_local,V_local,WS,WS_nondim
0.20549634216510945,0.4,7.955513746852058,-0.5761887184967676,7.97635207445578,0.9970440093069725
0.3198618772900197,0.4,8.006690414970606,-0.25828996908368074,8.010855454276491,1.0013569317845614
0.4342274124149299,0.4,8.019702742214822,-0.13735863341758306,8.02087897101448,1.00260987137681
0.5485929475398402,0.4,8.020942558884554,-0.08009006194154107,8.021342403298048,1.002667800412256
0.6629584826647504,0.4,8.018705648259544,-0.04961032034835879,8.018859111950688,1.002357388993836
0.7773240177896605,0.4,8.015743651508675,-0.03214678517662517,8.015808112879126,1.0019760141098908
0.8916895529145711,0.4,8.01295587133505,-0.021599189004352183,8.01298498194827,1.0016231227435337
1.0466364069547716,0.4,8.009855304003889,-0.013218911871460182,8.009866211785956,1.0012332764732446
1.2015832609949728,0.4,8.007523589107864,-0.008471224446970366,8.00752806999529,1.0009410087494113
1.356530115035174,0.4,8.00580305523701,-0.005643212133590076,8.005805044159233,1.0007256305199042
1.5114769690753753,0.4,8.004533443915989,-0.003885827627279747,8.004534387109965,1.0005667983887456
1.666423823115576,0.4,8.003589003208823,-0.0027532566846949374,8.003589476772754,1.0004486845965943
1.8213706771557772,0.4,8.002878385580129,-0.001999867053806986,8.002878635456984,1.000359829432123
1.9763175311959778,0.4,8.002336912651296,-0.0014845941602122594,8.002337050362307,1.0002921312952884
2.131264385236179,0.4,8.00191902427974,-0.0011234305268220594,8.001919103141832,1.000239887892729
2.28621123927638,0.4,8.001592493481079,-0.0008647133754655541,8.001592540204854,1.0001990675256067
2.441158093316581,0.4,8.001334327200393,-0.0006757471415654152,8.00133435573527,1.0001667944669088
2.5961049473567823,0.4,8.001127944130412,-0.000535300903157543,8.001127962037078,1.0001409952546347
2.7510518013969825,0.4,8.00096124803129,-0.0004292650473400086,8.000961259546687,1.0001201574433358
2.9059986554371835,0.4,8.000825310685528,-0.0003480638461148484,8.000825318256526,1.0001031647820657
3.060945509477384,0.4,8.000713465931966,-0.0002850735252203134,8.000713471010696,1.000089183876337
3.2158923635175856,0.4,8.000620680946035,-0.00023563193869842255,8.000620684415916,1.0000775855519894
3.370839217557787,0.4,8.000543115494473,-0.00019640505349798547,8.000543117905243,1.0000678897381554
3.5257860715979876,0.4,8.000477809660724,-0.0001649735714383651,8.00047781136164,1.000059726420205
3.6807329256381887,0.4,8.000422460203632,-0.00013955822915245306,8.000422461420849,1.000052807677606
3.835679779678389,0.4,8.000375258684887,-0.00011883415578015847,8.000375259567443,1.0000469074459304
3.9906266337185903,0.4,8.000334773089552,-0.00010180344843333348,8.000334773737272,1.000041846717159
4.145573487758791,0.4,8.000299860387562,-8.770643721829434e-05,8.00029986086832,1.00003748260854
4.300520341798992,0.4,8.000269601329647,-7.595905852327594e-05,8.000269601690245,1.0000337002112807
4.455467195839193,0.4,8.000243251378208,-6.610809935049316e-05,8.000243251651343,1.0000304064564178
4.610414049879394,0.4,8.000220203458035,-5.779883803143242e-05,8.000220203666823,1.0000275254583528
4.765360903919595,0.4,8.00019995944465,-5.0751391314999815e-05,8.000199959605627,1.0000249949507034
4.9203077579597965,0.4,8.000182108168183,-4.4743247812754585e-05,8.000182108293302,1.0000227635366628
5.0752546119999975,0.4,8.000166308316325,-3.959624547151192e-05,8.000166308414315,1.0000207885517893
5.2302014660401985,0.4,8.000152275050267,-3.516677440428006e-05,8.00015227512756,1.000019034390945
5.3851483200804,0.4,8.000139769456094,-3.133834334463879e-05,8.000139769517475,1.0000174711896843
5.540095174120601,0.4,8.0001285901772,-2.801589409013201e-05,8.000128590226256,1.000016073778282
5.695042028160802,0.4,8.000118566735942,-2.512141983129241e-05,8.000118566775384,1.000014820846923
5.823703255176326,0.4,8.000111017449221,-2.2996710413208432e-05,8.000111017482274,1.0000138771852842
5.952364482191849,0.4,8.000104093051158,-2.1091529711380213e-05,8.000104093078962,1.0000130116348702
6.081025709207372,0.4,8.00009773046068,-1.9379262331283925e-05,8.000097730484152,1.000012216310519
6.209686936222898,0.4,8.00009187405638,-1.7836976031679083e-05,8.000091874076265,1.0000114842595331
6.338348163238422,0.4,8.0000864746713,-1.6444851539380388e-05,8.000086474688201,1.0000108093360252
6.467009390253946,0.4,8.000081488738983,-1.5185709614211716e-05,8.000081488753397,1.0000101860941746
6.595670617269469,0.4,8.000076877565782,-1.4044617307098167e-05,8.00007687757811,1.0000096096972637
6.724331844284992,0.4,8.00007260670885,-1.3008558969231702e-05,8.000072606719426,1.0000090758399283
6.810105995628676,0.4,8.000069933223829,-1.2370528442978802e-05,8.000069933233393,1.000008741654174
6.895880146972359,0.4,8.000067388985801,-1.1771081867311984e-05,8.000067388994461,1.0000084236243076
6.981654298316041,0.4,8.00006496630213,-1.1207456853011977e-05,8.000064966309981,1.0000081207887477
7.067428449659725,0.4,8.000062658021438,-1.0677118692173484e-05,8.000062658028563,1.0000078322535704
