y,x,U_local,V_local,WS,WS_nondim
0.20549634216510945,0.4,0.0,0.0,0.0,0.0
0.3198618772900197,0.4,24.62939274213591,-1.879272937085528,24.700984871426463,0.9148512915343134
0.4342274124149299,0.4,24.777130254850253,-1.2221199359442652,24.80725218164334,0.9187871178386422
0.5485929475398402,0.4,25.120970849143244,-0.8378548137522349,25.13493936918155,0.9309236803400573
0.6629584826647504,0.4,25.546794538022862,-0.5934578598198229,25.55368668899532,0.94643284033316
0.7773240177896605,0.4,25.97851976855761,-0.43044694513291504,25.982085634873748,0.9622994679582869
0.8916895529145711,0.4,26.36695482313098,-0.3182485046059337,26.36887537904705,0.9766250140387797
1.0466364069547716,0.4,26.775934442893224,-0.2169143557832477,26.776813050246673,0.9917338166758027
1.2015832609949728,0.4,27.027742844341905,-0.15171230114261666,27.02816863722352,1.0010432828601303
1.356530115035174,0.4,27.127743753254393,-0.10855115143762284,27.1279609350705,1.0047392938915
1.5114769690753753,0.4,27.113663562678532,-0.07926788151620234,27.113779433844364,1.0042140531053467
1.666423823115576,0.4,27.091271630777182,-0.058959267746159366,27.091335787808724,1.0033828069558786
1.8213706771557772,0.4,27.07422164675553,-0.04459230195811295,27.074258369363317,1.0027503099764192
1.9763175311959778,0.4,27.061043835248928,-0.034242924315981416,27.0610655006622,1.002261685209711
2.131264385236179,0.4,27.05072238602999,-0.026662922236481076,27.0507355263676,1.0018790935691704
2.28621123927638,0.4,27.042540524078785,-0.021025934054346267,27.042548698048897,1.0015758777055146
2.441158093316581,0.4,27.035983421315937,-0.016774602582501512,27.03598862525582,1.0013329120465118
2.5961049473567823,0.4,27.030675502580433,-0.013526486923861162,27.03067888699154,1.0011362550737608
2.7510518013969825,0.4,27.026338946341742,-0.01101494665867997,27.026341190986216,1.0009755996661562
2.9059986554371835,0.4,27.02276563674285,-0.009051295785236394,27.022767152611994,1.0008432278745183
3.060945509477384,0.4,27.01979786446647,-0.0075001489010981266,27.0197989054112,1.0007332927930075
3.2158923635175856,0.4,27.017314837068973,-0.00626309885087075,27.017315563018368,1.0006413171488284
3.370839217557787,0.4,27.015223116528112,-0.005267745193265408,27.015223630111493,1.0005638381522775
3.5257860715979876,0.4,27.013449753640764,-0.00446021362726783,27.01345012185559,1.0004981526613181
3.6807329256381887,0.4,27.01193730059266,-0.00379998684884828,27.01193756788004,1.0004421321437051
3.835679779678389,0.4,27.010640148354657,-0.003256287280436093,27.01064034463669,1.000394086838396
3.9906266337185903,0.4,27.009521809614178,-0.0028055154763460734,27.009521955320515,1.000352665011871
4.145573487758791,0.4,27.008552883920864,-0.0024294156232735754,27.008552993183663,1.0003167775253208
4.300520341798992,0.4,27.007709520082557,-0.002113747736822492,27.00770960279837,1.000285540844384
4.455467195839193,0.4,27.00697224446797,-0.0018473169083478061,27.00697230764758,1.000258233616577
4.610414049879394,0.4,27.006325060995906,-0.001621256815881451,27.006325109659944,1.0002342633207386
4.765360903919595,0.4,27.00575475457351,-0.001428496120437776,27.005754792354367,1.0002131404575691
4.9203077579597965,0.4,27.005250348116316,-0.0012633576602561639,27.00525037766747,1.0001944584321285
5.0752546119999975,0.4,27.00480267639553,-0.0011212549457972087,27.004802699673107,1.0001778777656707
5.2302014660401985,0.4,27.004404049402478,-0.0009984605600418103,27.004404067861014,1.000163113624482
5.3851483200804,0.4,27.00404798478081,-0.0008919281316715963,27.004047999510746,1.0001499259078055
5.540095174120601,0.4,27.003728993901696,-0.0007991545335537255,27.00372900572688,1.0001381113232177
5.695042028160802,0.4,27.003442409865123,-0.0007180725086625715,27.003442419412576,1.0001274970152805
5.823703255176326,0.4,27.003226195021664,-0.0006583911188099384,27.00322620304809,1.000119489001781
5.952364482191849,0.4,27.003027588999252,-0.0006047527459309653,27.003027595771194,1.0001121331767109
6.081025709207372,0.4,27.002844846954023,-0.0005564412391296335,27.00284485268725,1.0001053649143425
6.209686936222898,0.4,27.002676426155425,-0.0005128370872572145,27.002676431025346,1.0000991270750128
6.338348163238422,0.4,27.002520959357817,-0.0004734028632198049,27.00252096350762,1.0000933690188007
6.467009390253946,0.4,27.002377232083735,-0.0004376710785213583,27.002377235630757,1.0000880457641022
6.595670617269469,0.4,27.002244163187786,-0.0004052340144433023,27.002244166228547,1.000083117267724
6.724331844284992,0.4,27.002120788180495,-0.00037573518020523467,27.002120790794677,1.0000785478072103
6.810105995628676,0.4,27.002043494076204,-0.00035754571726642493,27.002043496443413,1.0000756850534598
6.895880146972359,0.4,27.001969890531416,-0.0003404394942533208,27.00196989267754,1.000072958988057
6.981654298316041,0.4,27.001899761042782,-0.00032434030417740495,27.00189976299073,1.0000703615922493
7.067428449659725,0.4,27.001832904092872,-0.00030917809914141005,27.00183290586296,1.0000678854023317
