#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  5.9673989e-02  1.1335741e-04  2.0451953e-01 -1.9558466e-01 -2.6829202e-02  3.4599371e-01 -5.2804943e-02  8.1306209e+01  4.2594252e+01  1.0000000e-04  3.5000000e-01  2.5501502e+02 -3.8919937e+01  1.6352700e+01  1.6164812e+01  2.4717711e+00  1.0000000e+00  4.0609665e+00  3.6793575e-03  1.0741318e+00  2.8016181e-04 -7.6103356e-01
 4.6695996e+00  3.9668516e-02  5.3355932e-05  1.5303024e-01 -2.0599821e+00 -4.3984009e-01  3.4170507e-01 -7.5747313e-02  7.7484729e+01  3.9194082e+01  1.0000000e-04  3.5000000e-01  2.9700696e+02 -6.5838879e+01  1.7753420e+01  1.7331568e+01  3.8471629e+00  1.0000000e+00  4.4111772e+00  3.9966588e-03  7.1403328e-01  2.0525801e-04  4.5627709e-02
 6.3391991e+00  3.0724601e-02  5.8292758e-03  1.1955362e-01 -3.2204058e+00 -9.3346215e-01  3.4214198e-01 -8.2352037e-02  7.3280877e+01  3.5497277e+01  1.9556740e-02  3.5136950e-01  3.1499731e+02 -7.5818437e+01  1.8259399e+01  1.7487510e+01  5.2528673e+00  1.0000000e+00  4.5429226e+00  8.0496015e-01  5.5304282e-01  3.0442952e-02  4.0581033e-02
 8.0087987e+00  2.7434918e-02  1.9126477e-02  1.0701894e-01 -1.7515483e+00 -6.4141812e-01  3.6323511e-01 -3.3281541e-02  6.9024314e+01  3.1860183e+01  9.8951850e-02  3.5107825e-01  3.5623596e+02 -3.2640242e+01  1.8783844e+01  1.7539084e+01  6.7240853e+00  1.0000000e+00  4.7042110e+00  4.2174826e+00  4.9382852e-01  1.2619442e-01  3.2941742e-02
 9.6783983e+00  2.7686982e-02  3.3199003e-02  1.0788659e-01  4.9537599e+00  2.1922504e+00  4.1067961e-01  7.2285723e-02  6.4826077e+01  2.8383065e+01  2.4010981e-01  3.4092557e-01  4.3399097e+02  7.6388869e+01  1.9366938e+01  1.7527481e+01  8.2380649e+00  9.9999993e-01  4.9162948e+00  1.0695237e+01  4.9836568e-01  2.6470753e-01  2.5877798e-02
 1.1347998e+01  3.0896912e-02  4.6861132e-02  1.1992040e-01  2.0275981e+01  1.0520898e+01  4.9295459e-01  2.3240536e-01  6.0733576e+01  2.5059972e+01  4.4373155e-01  3.1641553e-01  5.6561643e+02  2.6666207e+02  2.0019420e+01  1.7464059e+01  9.7869202e+00  9.9999942e-01  5.1639847e+00  2.0760979e+01  5.5614442e-01  4.3809651e-01  2.0239712e-02
 1.3017597e+01  3.6368940e-02  5.7415211e-02  1.4029122e-01  6.2882560e+01  3.7429391e+01  6.0784711e-01  4.1644626e-01  5.6847947e+01  2.1938673e+01  6.8106705e-01  2.8116415e-01  7.5905115e+02  5.2003868e+02  2.0736512e+01  1.7361069e+01  1.1340027e+01  9.9999740e-01  5.4257815e+00  3.3480717e+01  6.5464092e-01  6.1573746e-01  1.5751428e-02
 1.5279636e+01  4.8238542e-02  6.9896036e-02  1.8368524e-01  1.8625435e+02  1.3012811e+02  8.3031526e-01  7.0544456e-01  5.1846561e+01  1.8012802e+01  1.0676763e+00  2.1712385e-01  1.1665329e+03  9.9109856e+02  2.1800470e+01  1.7143000e+01  1.3467667e+01  9.9998908e-01  5.8064332e+00  5.6168343e+01  8.6829375e-01  8.7983921e-01  1.1372517e-02
 1.7541674e+01  6.2282309e-02  7.5727602e-02  2.3360281e-01  3.2317604e+02  2.5921606e+02  1.0722749e+00  9.4305898e-01  4.7368591e+01  1.4710305e+01  1.4200626e+00  1.5018600e-01  1.7031732e+03  1.4979301e+03  2.2953192e+01  1.6887258e+01  1.5545724e+01  9.9996971e-01  6.2349208e+00  8.0219694e+01  1.1210816e+00  1.0943670e+00  8.3740944e-03
 1.9803712e+01  7.1028807e-02  7.0629925e-02  2.6385334e-01  4.4266467e+02  4.0084196e+02  1.2070609e+00  1.0100944e+00  4.3761225e+01  1.2325774e+01  1.5704102e+00  1.0535024e-01  2.1717954e+03  1.8174049e+03  2.4185161e+01  1.6727777e+01  1.7467212e+01  9.9993102e-01  6.7028897e+00  9.5371310e+01  1.2785185e+00  1.1523200e+00  6.3274178e-03
