#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  1.4409551e-01  2.8618156e-01  3.7960446e-01  1.1892178e+00  3.7050822e-01  7.3180727e-01  3.6552716e-01  6.1910149e+01  4.1908193e+01  6.6704739e-01  4.7349739e-01  7.1583569e+01  3.5754958e+01  5.9572937e+00  5.2555857e+00  2.8050252e+00  1.0000000e+00  1.4794114e+00  8.9410436e+00  1.0086686e+00  6.2413154e-01 -7.3574565e-01
 4.6695996e+00  1.0634014e-01  1.9204471e-01  4.0735118e-01  1.2664808e+01  6.1417685e+00  7.4355944e-01  3.8033070e-01  5.7999636e+01  3.8418989e+01  7.1656792e-01  4.2902505e-01  1.1956647e+02  6.1158258e+01  7.6360945e+00  6.4757497e+00  4.0465547e+00  1.0000000e+00  1.8973339e+00  1.2318099e+01  7.4438101e-01  6.5192137e-01  2.2013073e-01
 6.3391991e+00  9.8357180e-02  1.2855548e-01  3.7657880e-01  2.2325038e+01  1.4697443e+01  7.8371902e-01  4.1476613e-01  5.1348538e+01  3.2274938e+01  8.1341191e-01  3.5299788e-01  1.5005520e+02  7.9413427e+01  8.3268657e+00  6.5029473e+00  5.2008046e+00  1.0000000e+00  2.0717170e+00  1.5268049e+01  6.8850026e-01  5.9243158e-01  1.9144764e-01
 8.0087987e+00  1.0282486e-01  9.9982047e-02  3.9002106e-01  3.6685615e+01  3.0512540e+01  8.5412794e-01  4.4933605e-01  4.5233215e+01  2.6779084e+01  9.2051553e-01  2.8998032e-01  1.9634336e+02  1.0329149e+02  9.0940252e+00  6.4565678e+00  6.4042194e+00  1.0000000e+00  2.2775005e+00  1.8994689e+01  7.1977400e-01  5.8210674e-01  1.7634193e-01
 9.6783983e+00  1.1240616e-01  8.1727176e-02  4.2088577e-01  5.3415790e+01  5.3689373e+01  9.2136237e-01  4.4782079e-01  3.9974946e+01  2.2241935e+01  9.9376705e-01  2.4875516e-01  2.5605221e+02  1.2445212e+02  9.9316456e+00  6.3806113e+00  7.6108727e+00  1.0000000e+00  2.5211470e+00  2.2699973e+01  7.8684315e-01  5.7502034e-01  1.6745452e-01
 1.1347998e+01  1.2636016e-01  6.9940631e-02  4.6524108e-01  7.3004183e+01  8.6036390e+01  9.8810530e-01  4.3192643e-01  3.5419470e+01  1.8455865e+01  1.0555640e+00  2.2067426e-01  3.3186243e+02  1.4506567e+02  1.0831070e+01  6.2772346e+00  8.8265737e+00  1.0000000e+00  2.7938612e+00  2.6719725e+01  8.8452114e-01  5.7698168e-01  1.6175617e-01
 1.3017597e+01  1.4481518e-01  6.2250839e-02  5.2182403e-01  1.3407598e+02  1.8125793e+02  1.0593014e+00  4.1562129e-01  3.1433193e+01  1.5233919e+01  1.1205958e+00  1.9780158e-01  4.2698803e+02  1.6753052e+02  1.1781361e+01  6.1440271e+00  1.0052432e+01  1.0000000e+00  3.0826345e+00  3.1297786e+01  1.0137062e+00  5.8910034e-01  1.5773362e-01
 1.5279636e+01  1.5319846e-01  4.8527427e-02  5.4620029e-01  2.0479968e+02  3.2498062e+02  1.0279759e+00  3.2265207e-01  2.7571655e+01  1.2447896e+01  1.0605734e+00  1.8979709e-01  5.2459688e+02  1.6465587e+02  1.3138938e+01  6.0814569e+00  1.1646784e+01  9.9999999e-01  3.4994826e+00  3.3626923e+01  1.0723893e+00  5.3903068e-01  1.5384617e-01
 1.7541674e+01  2.0234991e-01  4.7948306e-02  6.8105231e-01  3.2284214e+02  5.8813421e+02  1.1778497e+00  3.5461552e-01  2.3225622e+01  9.2773362e+00  1.2222394e+00  1.3861131e-01  7.5095219e+02  2.2608937e+02  1.4542127e+01  5.7347301e+00  1.3363620e+01  9.9999999e-01  3.9501700e+00  4.3743612e+01  1.4164494e+00  6.1144517e-01  1.5117945e-01
 1.9803712e+01  2.3121261e-01  4.2486362e-02  7.5101594e-01  4.2016435e+02  8.6413379e+02  1.1879554e+00  3.3118994e-01  2.0229796e+01  7.5043460e+00  1.2291953e+00  1.0001866e-01  9.3488144e+02  2.6063549e+02  1.5994929e+01  5.5308260e+00  1.5008255e+01  9.9999999e-01  4.4329763e+00  4.9369517e+01  1.6184882e+00  6.1165900e-01  1.4931421e-01
