#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  6.2021554e-02  5.0045622e-05  1.8065836e-01 -3.7668716e-01 -1.0363921e-01  3.3209640e-01 -1.1050789e-01  7.1578329e+01  4.6541472e+01  1.0000000e-04  3.5000000e-01  5.6315642e+01 -1.8739507e+01  7.8437390e+00  7.4417988e+00  2.4786836e+00  1.0000000e+00  1.9478839e+00  1.7648413e-03  5.5819399e-01  1.2404105e-04 -1.0000000e+00
 4.6695996e+00  4.2264836e-02  2.8599907e-05  1.6408972e-01 -4.4247322e+00 -1.8949104e+00  3.1988046e-01 -1.4204402e-01  6.6039851e+01  4.1424304e+01  1.0000000e-04  3.5000000e-01  7.9617903e+01 -3.5354604e+01  9.5002699e+00  8.6816139e+00  3.8580705e+00  1.0000000e+00  2.3605240e+00  2.1387055e-03  3.8038353e-01  1.1033730e-04  6.2005711e-02
 6.3391991e+00  3.4757956e-02  3.2942442e-03  1.3546429e-01 -7.9963739e+00 -4.6488928e+00  3.1110762e-01 -1.6409639e-01  5.8963025e+01  3.4854526e+01  1.9800841e-02  3.5117446e-01  8.9229602e+01 -4.7064920e+01  1.0191436e+01  8.7323766e+00  5.2546139e+00  1.0000000e+00  2.5356205e+00  4.5489428e-01  3.1282160e-01  1.7253145e-02  4.5207211e-02
 8.0087987e+00  3.5214166e-02  1.1840540e-02  1.3681807e-01 -9.2483046e+00 -6.7928425e+00  3.3906653e-01 -1.2830918e-01  5.2473353e+01  2.8984322e+01  1.0477753e-01  3.4706055e-01  1.1385722e+02 -4.3085722e+01  1.0991256e+01  8.7168369e+00  6.6951074e+00  1.0000000e+00  2.7526415e+00  2.6131262e+00  3.1692749e-01  7.8346028e-02  3.3774830e-02
 9.6783983e+00  4.3807118e-02  2.3216345e-02  1.6838377e-01 -2.6390979e+00 -2.3425077e+00  4.2492846e-01 -2.5530128e-02  4.6531801e+01  2.3763890e+01  2.7380167e-01  3.2595801e-01  1.6933762e+02 -1.0173974e+01  1.1892989e+01  8.6314117e+00  8.1818036e+00  1.0000000e+00  3.0190337e+00  7.4893932e+00  3.9426406e-01  1.8564166e-01  2.5689641e-02
 1.1347998e+01  5.9543546e-02  3.2856650e-02  2.2481256e-01  1.4108684e+01  1.4683439e+01  5.5863200e-01  9.7755713e-02  4.1221963e+01  1.9223459e+01  4.8460082e-01  2.9459794e-01  2.6508767e+02  4.6388024e+01  1.2874364e+01  8.4839207e+00  9.6836123e+00  9.9999999e-01  3.3209265e+00  1.4580955e+01  5.3589191e-01  3.0804958e-01  1.9835819e-02
 1.3017597e+01  8.8112773e-02  4.4102340e-02  3.2229558e-01  7.1680744e+01  8.5576670e+01  7.7497228e-01  2.6345061e-01  3.6212972e+01  1.4978798e+01  7.8091178e-01  2.4528565e-01  4.3594822e+02  1.4819991e+02  1.3917837e+01  8.2224960e+00  1.1229281e+01  9.9999999e-01  3.6416511e+00  2.5765756e+01  7.9301496e-01  4.7431905e-01  1.5524459e-02
 1.5279636e+01  1.2411847e-01  4.7860040e-02  4.3568040e-01  1.9551458e+02  2.7397705e+02  9.8607790e-01  3.7077468e-01  3.0828142e+01  1.0669483e+01  1.0367622e+00  1.8694282e-01  6.9172066e+02  2.6009355e+02  1.5404537e+01  7.8942812e+00  1.3228003e+01  9.9999997e-01  4.1029121e+00  3.8540198e+01  1.1170662e+00  6.0417695e-01  1.1361800e-02
 1.7541674e+01  1.4663230e-01  4.3678997e-02  5.0115282e-01  2.8492959e+02  4.5838523e+02  1.0523863e+00  3.8037694e-01  2.6945423e+01  7.9622368e+00  1.1105023e+00  1.3779728e-01  9.1346294e+02  3.3016418e+02  1.6967764e+01  7.6887993e+00  1.5125720e+01  9.9999994e-01  4.6090612e+00  4.6373995e+01  1.3196907e+00  6.3302635e-01  8.4929662e-03
 1.9803712e+01  1.6029640e-01  3.7851596e-02  5.3881402e-01  3.6835572e+02  6.6901530e+02  1.0430824e+00  3.5568673e-01  2.4009667e+01  6.2493170e+00  1.0975573e+00  9.9509035e-02  1.1087540e+03  3.7808047e+02  1.8589273e+01  7.5638039e+00  1.6980870e+01  9.9999988e-01  5.1519958e+00  5.1232467e+01  1.4426676e+00  6.1931114e-01  6.4728567e-03
