#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  1.0105593e-01  1.0159151e+00  3.6336952e-01  2.5691058e+00  3.3418535e-01  5.7860818e-01  6.5224520e-01  7.3737735e+01  3.3875778e+01  7.8817909e-01  3.7280685e-01  5.0482593e+02  5.6907300e+02  1.7791773e+01  1.7079923e+01  4.9823108e+00  1.0000000e+00  4.4183405e+00  3.1551984e+01  1.9200627e+00  2.5108250e+00  0.0000000e+00
 4.6695996e+00  6.9038915e-02  4.4371639e-01  2.5708207e-01  1.7433356e+01  3.5297571e+00  5.8649975e-01  6.5432440e-01  7.2568287e+01  3.3127640e+01  7.9997143e-01  3.6354931e-01  5.5593414e+02  6.2022409e+02  1.8539678e+01  1.7688237e+01  5.5539112e+00  1.0000000e+00  4.6065380e+00  3.3388100e+01  1.3117394e+00  1.7069582e+00  0.0000000e+00
 6.3391991e+00  5.4873182e-02  2.5934679e-01  2.0743878e-01  2.5727456e+01  7.0715630e+00  6.0299987e-01  6.6762205e-01  6.9884888e+01  3.0951288e+01  8.3427560e-01  3.3661889e-01  6.0897051e+02  6.7423255e+02  1.9123869e+01  1.7957381e+01  6.5768395e+00  1.0000000e+00  4.7580020e+00  3.5964725e+01  1.0425905e+00  1.3544190e+00  0.0000000e+00
 8.0087987e+00  4.8208204e-02  1.7842715e-01  1.8352503e-01  3.5865249e+01  1.2454474e+01  6.3197478e-01  6.9074683e-01  6.6734951e+01  2.8420820e+01  8.8420114e-01  3.0775258e-01  6.8066682e+02  7.4396710e+02  1.9684615e+01  1.8084009e+01  7.7751309e+00  1.0000000e+00  4.9297994e+00  3.9493252e+01  9.1595588e-01  1.1772429e+00  0.0000000e+00
 9.6783983e+00  4.5385254e-02  1.3565435e-01  1.7328868e-01  4.8316917e+01  2.0276214e+01  6.7078512e-01  7.1627668e-01  6.3469948e+01  2.5876937e+01  9.4047057e-01  2.8021432e-01  7.7668620e+02  8.2935980e+02  2.0272312e+01  1.8137641e+01  9.0549757e+00  9.9999994e-01  5.1461238e+00  4.3849840e+01  8.6231983e-01  1.0816207e+00  0.0000000e+00
 1.1347998e+01  4.4616177e-02  1.0959925e-01  1.7048859e-01  6.3165152e+01  3.1079996e+01  7.1594721e-01  7.3892453e-01  6.0253381e+01  2.3429777e+01  9.9678317e-01  2.5497680e-01  8.9595558e+02  9.2471001e+02  2.0907239e+01  1.8152252e+01  1.0373446e+01  9.9999946e-01  5.3929965e+00  4.8704985e+01  8.4770736e-01  1.0246241e+00  0.0000000e+00
 1.3017597e+01  4.4010055e-02  8.8500150e-02  1.6827461e-01  1.0593497e+02  5.9793550e+01  7.4929533e-01  7.2031938e-01  5.7272160e+01  2.1212885e+01  1.0110732e+00  2.4090327e-01  1.0144283e+03  9.7519937e+02  2.1591436e+01  1.8163756e+01  1.1673392e+01  9.9999724e-01  5.6494754e+00  5.1752736e+01  8.3619105e-01  9.4910139e-01  0.0000000e+00
 1.5279636e+01  4.5113964e-02  7.1525685e-02  1.7229476e-01  1.8270820e+02  1.2104733e+02  8.0693051e-01  7.1630218e-01  5.3371194e+01  1.8387435e+01  1.0562828e+00  2.2020972e-01  1.2191496e+03  1.0822239e+03  2.2607332e+01  1.8142782e+01  1.3488177e+01  9.9998638e-01  6.0213362e+00  5.7625626e+01  8.5716532e-01  9.0035295e-01  0.0000000e+00
 1.7541674e+01  5.8514308e-02  7.8692766e-02  2.2033826e-01  3.2209300e+02  2.4498330e+02  1.0545448e+00  9.7907170e-01  4.8929630e+01  1.5121344e+01  1.4309459e+00  1.5178885e-01  1.7899168e+03  1.6618137e+03  2.3727428e+01  1.7888185e+01  1.5588575e+01  9.9996149e-01  6.4452313e+00  8.3561129e+01  1.1117719e+00  1.1372177e+00  0.0000000e+00
 1.9803712e+01  6.6730174e-02  7.3679363e-02  2.4907546e-01  4.4271116e+02  3.8014671e+02  1.1952989e+00  1.0587002e+00  4.5349680e+01  1.2764230e+01  1.5931989e+00  1.0631518e-01  2.2842806e+03  2.0232332e+03  2.4925311e+01  1.7732093e+01  1.7516963e+01  9.9991112e-01  6.9080215e+00  9.9716321e+01  1.2678733e+00  1.2020713e+00  0.0000000e+00
 2.2065750e+01  7.2033714e-02  6.5641406e-02  2.6732238e-01  5.5013290e+02  5.2634497e+02  1.2697626e+00  1.0488602e+00  4.2307204e+01  1.0939357e+01  1.6450420e+00  7.9003340e-02  2.7316554e+03  2.2564255e+03  2.6194008e+01  1.7631331e+01  1.9371686e+01  9.9982366e-01  7.3998476e+00  1.1029158e+02  1.3686406e+00  1.1932579e+00  0.0000000e+00
 2.4327788e+01  7.4912005e-02  5.7309821e-02  2.7710751e-01  6.5034889e+02  6.8601434e+02  1.2916069e+00  1.0009753e+00  3.9674231e+01  9.4661601e+00  1.6331771e+00  5.4152454e-02  3.1219277e+03  2.4194455e+03  2.7531416e+01  1.7576654e+01  2.1190566e+01  9.9968616e-01  7.9101598e+00  1.1704723e+02  1.4233281e+00  1.1486017e+00  0.0000000e+00
 2.6589826e+01  7.5584694e-02  4.9280349e-02  2.7933719e-01  7.3917455e+02  8.5221010e+02  1.2717912e+00  9.3025755e-01  3.7385065e+01  8.2263472e+00  1.5753541e+00  3.3034384e-02  3.4396652e+03  2.5159591e+03  2.8927505e+01  1.7563877e+01  2.2985012e+01  9.9948290e-01  8.4238519e+00  1.2023516e+02  1.4361092e+00  1.0795109e+00  0.0000000e+00
 2.8851864e+01  7.4288722e-02  4.1762537e-02  2.7485396e-01  8.0900373e+02  1.0120654e+03  1.2208385e+00  8.4364380e-01  3.5386596e+01  7.1142151e+00  1.4838509e+00  1.9184104e-02  3.6723815e+03  2.5377492e+03  3.0372633e+01  1.7588502e+01  2.4761693e+01  9.9919468e-01  8.9233613e+00  1.1996687e+02  1.4114857e+00  9.9265544e-01  0.0000000e+00
 3.1113903e+01  7.0880392e-02  3.4716576e-02  2.6310447e-01  8.5038315e+02  1.1472374e+03  1.1417988e+00  7.4501875e-01  3.3647616e+01  6.0460335e+00  1.3633057e+00  1.2452885e-02  3.7910073e+03  2.4736157e+03  3.1860288e+01  1.7653262e+01  2.6522449e+01  9.9879538e-01  9.3893745e+00  1.1597717e+02  1.3467275e+00  8.8987527e-01  0.0000000e+00
 3.3375941e+01  6.5820875e-02  2.8347409e-02  2.4552196e-01  8.6176405e+02  1.2471137e+03  1.0460433e+00  6.4414080e-01  3.2117698e+01  5.0270111e+00  1.2284185e+00  1.0579567e-02  3.7948601e+03  2.3368290e+03  3.3384845e+01  1.7749394e+01  2.8275553e+01  9.9825666e-01  9.7907979e+00  1.0897001e+02  1.2505966e+00  7.7944353e-01  0.0000000e+00
 3.5637979e+01  5.9577912e-02  2.2764729e-02  2.2356103e-01  8.4702616e+02  1.3088626e+03  9.4061246e-01  5.4838488e-01  3.0754542e+01  4.1053649e+00  1.0887530e+00  9.7294670e-03  3.6896152e+03  2.1510763e+03  3.4942055e+01  1.7868011e+01  3.0028010e+01  9.9754740e-01  1.0114473e+01  9.9773496e+01  1.1319803e+00  6.6836441e-01  0.0000000e+00
 3.7900017e+01  5.2712264e-02  1.8003653e-02  1.9906034e-01  8.0991076e+02  1.3309469e+03  8.3137399e-01  4.6022500e-01  2.9520744e+01  3.2587510e+00  9.5021346e-01  9.1727187e-03  3.4937840e+03  1.9340595e+03  3.6527396e+01  1.7998460e+01  3.1785313e+01  9.9663619e-01  1.0365786e+01  8.9241323e+01  1.0015330e+00  5.6213135e-01  0.0000000e+00
 4.0162055e+01  4.5845063e-02  1.4079236e-02  1.7418256e-01  7.5707513e+02  1.3183753e+03  7.2524234e-01  3.8193175e-01  2.8383004e+01  2.4689265e+00  8.1961700e-01  8.7339715e-03  3.2396084e+03  1.7060632e+03  3.8137018e+01  1.8128937e+01  3.3552553e+01  9.9549469e-01  1.0553195e+01  7.8367771e+01  8.7105620e-01  4.6583573e-01  0.0000000e+00
 4.2424093e+01  3.9271115e-02  1.0896772e-02  1.5002172e-01  6.9283429e+02  1.2744597e+03  6.2475820e-01  3.1330131e-01  2.7323177e+01  1.7328075e+00  6.9886306e-01  8.4228259e-03  2.9473969e+03  1.4780491e+03  3.9767942e+01  1.8253843e+01  3.5331098e+01  9.9409089e-01  1.0688453e+01  6.7678314e+01  7.4615119e-01  3.8084495e-01  0.0000000e+00
 4.4686131e+01  3.3188915e-02  8.3544783e-03  1.2737101e-01  6.2173354e+02  1.2046509e+03  5.3157379e-01  2.5395215e-01  2.6328389e+01  1.0525786e+00  5.8906360e-01  8.1522500e-03  2.6358171e+03  1.2592258e+03  4.1417744e+01  1.8369405e+01  3.7121349e+01  9.9239054e-01  1.0786650e+01  5.7569356e+01  6.3058938e-01  3.0756001e-01  0.0000000e+00
 4.6948169e+01  2.7757264e-02  6.3601606e-03  1.0690450e-01  5.4858081e+02  1.1167178e+03  4.4730984e-01  2.0352413e-01  2.5388535e+01  4.3319376e-01  4.9137101e-01  7.9180473e-03  2.3242699e+03  1.0575332e+03  4.3084358e+01  1.8472606e+01  3.8923318e+01  9.9035731e-01  1.0866253e+01  4.8376218e+01  5.2738801e-01  2.4599400e-01  0.0000000e+00
 4.9210208e+01  2.3051148e-02  4.8213357e-03  8.8991961e-02  4.7729929e+02  1.0184276e+03  3.7279879e-01  1.6136311e-01  2.4496986e+01 -1.1699696e-01  4.0614906e-01  7.7415857e-03  2.0280464e+03  8.7782441e+02  4.4766020e+01  1.8562023e+01  4.0736321e+01  9.8794967e-01  1.0949045e+01  4.0290649e+01  4.3797182e-01  1.9546110e-01  0.0000000e+00
 5.1472246e+01  1.8978674e-02  3.6328375e-03  7.3363574e-02  4.0901350e+02  9.1284055e+02  3.0793768e-01  1.2664088e-01  2.3652065e+01 -6.1410310e-01  3.3287646e-01  7.5360597e-03  1.7487410e+03  7.1917833e+02  4.6461257e+01  1.8639400e+01  4.2558444e+01  9.8511293e-01  1.1012681e+01  3.3213811e+01  3.6059480e-01  1.5404828e-01  0.0000000e+00
