#r_[m]          a_[-]          a_prime_[-]    Ct_[-]         Cq_[-]         Cp_[-]         cn_[-]         ct_[-]         phi_[deg]      alpha_[deg]    Cl_[-]         Cd_[-]         Pn_[N/m]       Pt_[N/m]       Vrel_[m/s]     Un_[m/s]       Ut_[m/s]       F_[-]          Re_[-]         Gamma_[m^2/s]  uia_[m/s]      uit_[m/s]      u_turb_[m/s]  
 3.0000000e+00  1.1524620e-01  5.3613173e-01  3.4001761e-01  1.7871592e+00  3.3976521e-01  6.4340491e-01  5.3918652e-01  7.0124422e+01  3.7832466e+01  7.2581284e-01  4.2176734e-01  2.2114345e+02  1.8532275e+02  1.1166975e+01  1.0501793e+01  3.7965340e+00  1.0000000e+00  2.7731636e+00  1.8236552e+01  1.4982006e+00  1.3250447e+00 -1.0000000e+00
 4.6695996e+00  8.1599168e-02  2.9187630e-01  2.9551846e-01  1.5145494e+01  4.4818518e+00  6.5657182e-01  5.5360134e-01  6.7254947e+01  3.5384300e+01  7.6440141e-01  3.9147347e-01  2.9916836e+02  2.5224964e+02  1.2854084e+01  1.1854478e+01  4.9697918e+00  1.0000000e+00  3.1938434e+00  2.2119621e+01  1.0607892e+00  1.1228358e+00 -8.4722068e-02
 6.3391991e+00  6.8113849e-02  1.8021370e-01  2.5056027e-01  2.3783952e+01  9.5546069e+00  6.8207583e-01  5.7797762e-01  6.2880914e+01  3.1517314e+01  8.2535376e-01  3.4362296e-01  3.4434836e+02  2.9179401e+02  1.3521314e+01  1.2034795e+01  6.1635753e+00  1.0000000e+00  3.3640914e+00  2.5156516e+01  8.8548004e-01  9.4115242e-01 -7.9711443e-02
 8.0087987e+00  6.3596303e-02  1.3081996e-01  2.3568210e-01  3.5381887e+01  1.7957372e+01  7.2776436e-01  6.1106269e-01  5.8360026e+01  2.7615896e+01  9.0200567e-01  2.9903904e-01  4.0920920e+02  3.4358989e+02  1.4222856e+01  1.2108787e+01  7.4610257e+00  1.0000000e+00  3.5619608e+00  2.9109918e+01  8.2675194e-01  8.6313585e-01 -6.4441280e-02
 9.6783983e+00  6.4232174e-02  1.0516075e-01  2.3858784e-01  5.1069957e+01  3.1323003e+01  7.9142807e-01  6.4877931e-01  5.3977958e+01  2.3954947e+01  9.9016277e-01  2.5855495e-01  5.0061426e+02  4.1038243e+02  1.4983666e+01  1.2118651e+01  8.8118403e+00  9.9999999e-01  3.8036017e+00  3.4122764e+01  8.3501827e-01  8.3848428e-01 -4.6308992e-02
 1.1347998e+01  6.5476993e-02  8.4734416e-02  2.4357250e-01  6.5856242e+01  4.7359882e+01  8.3815533e-01  6.3129168e-01  5.0079399e+01  2.0825795e+01  1.0220249e+00  2.3769429e-01  5.9923740e+02  4.5134066e+02  1.5802694e+01  1.2119631e+01  1.0140991e+01  9.9999991e-01  4.0762855e+00  3.7745803e+01  8.5120091e-01  7.9216719e-01 -2.9140810e-02
 1.3017597e+01  6.9132640e-02  7.2481873e-02  2.5674053e-01  1.1783480e+02  9.7207290e+01  8.9630301e-01  6.2818179e-01  4.6419960e+01  1.7930686e+01  1.0729444e+00  2.1624477e-01  7.2456387e+02  5.0781692e+02  1.6684311e+01  1.2086316e+01  1.1501617e+01  9.9999962e-01  4.3655088e+00  4.2437976e+01  8.9872431e-01  7.7731672e-01 -1.4879947e-02
 1.5279636e+01  7.4319894e-02  5.9706287e-02  2.7510748e-01  2.0568158e+02  1.9916032e+02  9.5526585e-01  5.9784888e-01  4.2050861e+01  1.4637102e+01  1.1097664e+00  1.9589452e-01  9.1131142e+02  5.7034019e+02  1.7964294e+01  1.2032305e+01  1.3339397e+01  9.9999838e-01  4.7846892e+00  4.8109172e+01  9.6615863e-01  7.5157241e-01 -1.5198191e-03
 1.7541674e+01  9.2406791e-02  5.9291885e-02  3.3574010e-01  3.2485735e+02  3.6112549e+02  1.1333746e+00  6.9649988e-01  3.7634663e+01  1.1396377e+01  1.3228422e+00  1.4049369e-01  1.2768082e+03  7.8464505e+02  1.9330489e+01  1.1803668e+01  1.5308208e+01  9.9999606e-01  5.2508630e+00  6.2933416e+01  1.2012883e+00  8.5684853e-01  4.9811325e-03
 1.9803712e+01  1.0392403e-01  5.3558650e-02  3.7284891e-01  4.3159249e+02  5.4164519e+02  1.2066422e+00  6.9602760e-01  3.4138798e+01  9.1233477e+00  1.3893246e+00  1.0107863e-01  1.6007772e+03  9.2337656e+02  2.0767313e+01  1.1654608e+01  1.7188700e+01  9.9999174e-01  5.7556371e+00  7.2450221e+01  1.3510124e+00  8.7380391e-01  5.6263013e-03
